# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Tue 3 Nov 2020 16:43:13	
# 		
# Elastic collision: H^+ + He^0 -> H^+ + He^0		
# 		
# Red. mass: 	7.4962491838E+8	 eV/c^2
# CM energy: 	5.0118723363E+3	 eV
# Rel speed: 	1.0962603168E+8	 cm/s
# Tot sigma: 	5.7977513158E+0	 a.u.
# Int sigma: 	5.7986555425E+0	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	1.1072093166E+2	1.9736940383E-5
4.0521979771E-5	5.7179047248E+2	4.5943520243E-5
9.9587300392E-5	1.2907122656E+3	7.2188137769E-5
1.8489884726E-4	2.0748019767E+3	9.8434919423E-5
2.9645680168E-4	2.7419145656E+3	1.2468073282E-4
4.3425968311E-4	3.0824209254E+3	1.5092466531E-4
5.9830531657E-4	2.9714195471E+3	1.7716615272E-4
7.8859101285E-4	2.4245940338E+3	2.0340471372E-4
1.0051136166E-3	1.6190188604E+3	2.2963989267E-4
1.2478695220E-3	8.4737573531E+2	2.5587124334E-4
1.5168546797E-3	3.7227033079E+2	2.8209832342E-4
1.8120645986E-3	2.7612600722E+2	3.0832069259E-4
2.1334943481E-3	4.3447743621E+2	3.3453791144E-4
2.4811385584E-3	6.3081205051E+2	3.6074954110E-4
2.8549914211E-3	7.1134956770E+2	3.8695514312E-4
3.2550466893E-3	6.4863093326E+2	4.1315427928E-4
3.6812976783E-3	5.0359483509E+2	4.3934651156E-4
4.1337372652E-3	3.5244058723E+2	4.6553140213E-4
4.6123578895E-3	2.4102777943E+2	4.9170851331E-4
5.1171515529E-3	1.7804557574E+2	5.1787740760E-4
5.6481098199E-3	1.4978882084E+2	5.4403764760E-4
6.2052238176E-3	1.3777840952E+2	5.7018879612E-4
6.7884842360E-3	1.2930484988E+2	5.9633041614E-4
7.3978813281E-3	1.1938346388E+2	6.2246207073E-4
8.0334049101E-3	1.0777499480E+2	6.4858332323E-4
8.6950443616E-3	9.6080908127E+1	6.7469373705E-4
9.3827886258E-3	8.5357386419E+1	7.0079287589E-4
1.0096626210E-2	7.6013860315E+1	7.2688030358E-4
