# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Tue 3 Nov 2020 16:40:21	
# 		
# Elastic collision: H^+ + He^0 -> H^+ + He^0		
# 		
# Red. mass: 	7.4962491838E+8	 eV/c^2
# CM energy: 	3.5481338923E+0	 eV
# Rel speed: 	2.9168472969E+6	 cm/s
# Tot sigma: 	1.5905440605E+2	 a.u.
# Int sigma: 	1.5905516440E+2	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	1.0957678162E+1	1.9736940383E-5
4.0521979771E-5	5.7727268303E+1	4.5943520243E-5
9.9587300392E-5	1.4177015769E+2	7.2188137769E-5
1.8489884726E-4	2.6267160778E+2	9.8434919423E-5
2.9645680168E-4	4.1925150109E+2	1.2468073282E-4
4.3425968311E-4	6.0909454174E+2	1.5092466531E-4
5.9830531657E-4	8.2821332562E+2	1.7716615272E-4
7.8859101285E-4	1.0711858366E+3	2.0340471372E-4
1.0051136166E-3	1.3320352199E+3	2.2963989267E-4
1.2478695220E-3	1.6056893915E+3	2.5587124334E-4
1.5168546797E-3	1.8891200942E+3	2.8209832342E-4
1.8120645986E-3	2.1808371180E+3	3.0832069259E-4
2.1334943481E-3	2.4782909112E+3	3.3453791144E-4
2.4811385584E-3	2.7751291530E+3	3.6074954110E-4
2.8549914211E-3	3.0620546518E+3	3.8695514312E-4
3.2550466893E-3	3.3322833841E+3	4.1315427928E-4
3.6812976783E-3	3.5854720735E+3	4.3934651156E-4
4.1337372652E-3	3.8228079056E+3	4.6553140213E-4
4.6123578895E-3	4.0387069232E+3	4.9170851331E-4
5.1171515529E-3	4.2241187525E+3	5.1787740760E-4
5.6481098199E-3	4.3783494406E+3	5.4403764760E-4
6.2052238176E-3	4.5058220701E+3	5.7018879612E-4
6.7884842360E-3	4.6020987862E+3	5.9633041614E-4
7.3978813281E-3	4.6613488999E+3	6.2246207073E-4
8.0334049101E-3	4.6890280653E+3	6.4858332323E-4
8.6950443616E-3	4.6865260754E+3	6.7469373705E-4
9.3827886258E-3	4.6487382581E+3	7.0079287589E-4
1.0096626210E-2	4.5815545907E+3	7.2688030358E-4
1.0836545184E-2	4.4872083920E+3	7.5295558414E-4
1.1602533184E-2	4.3635723386E+3	7.7901828182E-4
1.2394577408E-2	4.2180053036E+3	8.0506796108E-4
1.3212664621E-2	4.0502778780E+3	8.3110418659E-4
1.4056781152E-2	3.8638133019E+3	8.5712652325E-4
1.4926912893E-2	3.6631927857E+3	8.8313453619E-4
1.5823045305E-2	3.4492261380E+3	9.0912779076E-4
1.6745163410E-2	3.2276542508E+3	9.3510585261E-4
1.7693251801E-2	2.9994837580E+3	9.6106828758E-4
1.8667294632E-2	2.7695647971E+3	9.8701466182E-4
1.9667275626E-2	2.5396125469E+3	1.0129445417E-3
2.0693178073E-2	2.3133528516E+3	1.0388574939E-3
2.1744984827E-2	2.0928261717E+3	1.0647530855E-3
2.2822678313E-2	1.8807169148E+3	1.0906308836E-3
2.3926240519E-2	1.6790999275E+3	1.1164904558E-3
2.5055653005E-2	1.4896437063E+3	1.1423313699E-3
2.6210896896E-2	1.3141549520E+3	1.1681531941E-3
2.7391952886E-2	1.1536316180E+3	1.1939554970E-3
2.8598801239E-2	1.0089164019E+3	1.2197378472E-3
2.9831421786E-2	8.8100955257E+2	1.2454998140E-3
3.1089793929E-2	7.6940885601E+2	1.2712409668E-3
3.2373896638E-2	6.7470674470E+2	1.2969608754E-3
3.3683708455E-2	5.9633129594E+2	1.3226591101E-3
3.5019207490E-2	5.3312929694E+2	1.3483352414E-3
3.6380371427E-2	4.8483298927E+2	1.3739888402E-3
3.7767177517E-2	4.4998788480E+2	1.3996194778E-3
3.9179602586E-2	4.2679454580E+2	1.4252267258E-3
4.0617623030E-2	4.1413837297E+2	1.4508101565E-3
4.2081214817E-2	4.1036559852E+2	1.4763693421E-3
4.3570353490E-2	4.1332840198E+2	1.5019038556E-3
4.5085014162E-2	4.2127879823E+2	1.5274132703E-3
4.6625171522E-2	4.3267057469E+2	1.5528971598E-3
4.8190799831E-2	4.4575945735E+2	1.5783550984E-3
4.9781872927E-2	4.5883503524E+2	1.6037866605E-3
5.1398364219E-2	4.7050669984E+2	1.6291914212E-3
5.3040246694E-2	4.7966889598E+2	1.6545689559E-3
5.4707492914E-2	4.8540388289E+2	1.6799188405E-3
5.6400075017E-2	4.8701030328E+2	1.7052406515E-3
5.8117964718E-2	4.8407356866E+2	1.7305339655E-3
5.9861133308E-2	4.7647984231E+2	1.7557983600E-3
6.1629551657E-2	4.6438060257E+2	1.7810334128E-3
6.3423190212E-2	4.4815067210E+2	1.8062387021E-3
6.5242019000E-2	4.2835553815E+2	1.8314138067E-3
6.7086007624E-2	4.0571978565E+2	1.8565583060E-3
6.8955125270E-2	3.8108765420E+2	1.8816717796E-3
7.0849340702E-2	3.5537529329E+2	1.9067538080E-3
7.2768622264E-2	3.2951961434E+2	1.9318039720E-3
7.4712937885E-2	3.0442892118E+2	1.9568218529E-3
7.6682255070E-2	2.8093869251E+2	1.9818070327E-3
7.8676540910E-2	2.5977427287E+2	2.0067590939E-3
8.0695762079E-2	2.4152135911E+2	2.0316776194E-3
8.2739884832E-2	2.2660478021E+2	2.0565621928E-3
8.4808875009E-2	2.1527583363E+2	2.0814123983E-3
8.6902698034E-2	2.0760819877E+2	2.1062278206E-3
8.9021318917E-2	2.0350211419E+2	2.1310080450E-3
9.1164702253E-2	2.0269599211E+2	2.1557526574E-3
9.3332812224E-2	2.0478392705E+2	2.1804612443E-3
9.5525612596E-2	2.0923694585E+2	2.2051333928E-3
9.7743066726E-2	2.1542621165E+2	2.2297686905E-3
9.9985137556E-2	2.2264863734E+2	2.2543667257E-3
1.0225178762E-1	2.3015853282E+2	2.2789270875E-3
1.0454297904E-1	2.3720843351E+2	2.3034493653E-3
1.0685867352E-1	2.4309326036E+2	2.3279331494E-3
1.0919883237E-1	2.4718032476E+2	2.3523780306E-3
1.1156341648E-1	2.4891514351E+2	2.3767836004E-3
1.1395238633E-1	2.4782920329E+2	2.4011494510E-3
1.1636570200E-1	2.4359283480E+2	2.4254751751E-3
1.1880332317E-1	2.3608866601E+2	2.4497603662E-3
1.2126520909E-1	2.2540184694E+2	2.4740046186E-3
1.2375131862E-1	2.1172438776E+2	2.4982075270E-3
1.2626161023E-1	1.9535658717E+2	2.5223686871E-3
1.2879604195E-1	1.7683285709E+2	2.5464876949E-3
