# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Tue 3 Nov 2020 16:25:53	
# 		
# Elastic collision: H^+ + He^0 -> H^+ + He^0		
# 		
# Red. mass: 	7.4962491838E+8	 eV/c^2
# CM energy: 	1.8407720015E-3	 eV
# Rel speed: 	6.6437562968E+4	 cm/s
# Tot sigma: 	2.5279555380E+3	 a.u.
# Int sigma: 	2.5279555380E+3	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	9.6881970907E-1	1.9736940383E-5
4.0521979771E-5	5.1046314659E+0	4.5943520243E-5
9.9587300392E-5	1.2545150598E+1	7.2188137769E-5
1.8489884726E-4	2.3291678706E+1	9.8434919423E-5
2.9645680168E-4	3.7343602272E+1	1.2468073282E-4
4.3425968311E-4	5.4699352380E+1	1.5092466531E-4
5.9830531657E-4	7.5356088086E+1	1.7716615272E-4
7.8859101285E-4	9.9309180754E+1	2.0340471372E-4
1.0051136166E-3	1.2655158577E+2	2.2963989267E-4
1.2478695220E-3	1.5707312066E+2	2.5587124334E-4
1.5168546797E-3	1.9085966226E+2	2.8209832342E-4
1.8120645986E-3	2.2789227750E+2	3.0832069259E-4
2.1334943481E-3	2.6814630756E+2	3.3453791144E-4
2.4811385584E-3	3.1159043035E+2	3.6074954110E-4
2.8549914211E-3	3.5818573360E+2	3.8695514312E-4
3.2550466893E-3	4.0788483746E+2	4.1315427928E-4
3.6812976783E-3	4.6063111309E+2	4.3934651156E-4
4.1337372652E-3	5.1635804971E+2	4.6553140213E-4
4.6123578895E-3	5.7498882819E+2	4.9170851331E-4
5.1171515529E-3	6.3643616164E+2	5.1787740760E-4
5.6481098199E-3	7.0060246301E+2	5.4403764760E-4
6.2052238176E-3	7.6738039444E+2	5.7018879612E-4
6.7884842360E-3	8.3665384250E+2	5.9633041614E-4
7.3978813281E-3	9.0829934632E+2	6.2246207073E-4
8.0334049101E-3	9.8218798132E+2	6.4858332323E-4
8.6950443616E-3	1.0581876705E+3	6.7469373705E-4
9.3827886258E-3	1.1361658585E+3	7.0079287589E-4
1.0096626210E-2	1.2159924409E+3	7.2688030358E-4
1.0836545184E-2	1.2975428000E+3	7.5295558414E-4
1.1602533184E-2	1.3807007562E+3	7.7901828182E-4
1.2394577408E-2	1.4653612083E+3	8.0506796108E-4
1.3212664621E-2	1.5514322169E+3	8.3110418659E-4
