# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Tue 3 Nov 2020 16:40:27	
# 		
# Elastic collision: H^+ + He^0 -> H^+ + He^0		
# 		
# Red. mass: 	7.4962491838E+8	 eV/c^2
# CM energy: 	4.4668359215E+0	 eV
# Rel speed: 	3.2727564955E+6	 cm/s
# Tot sigma: 	1.5089287782E+2	 a.u.
# Int sigma: 	1.5089344083E+2	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	1.1092533357E+1	1.9736940383E-5
4.0521979771E-5	5.8436294917E+1	4.5943520243E-5
9.9587300392E-5	1.4349329912E+2	7.2188137769E-5
1.8489884726E-4	2.6576707492E+2	9.8434919423E-5
2.9645680168E-4	4.2386016584E+2	1.2468073282E-4
4.3425968311E-4	6.1494289817E+2	1.5092466531E-4
5.9830531657E-4	8.3443905048E+2	1.7716615272E-4
7.8859101285E-4	1.0763523408E+3	2.0340471372E-4
1.0051136166E-3	1.3344833819E+3	2.2963989267E-4
1.2478695220E-3	1.6041174280E+3	2.5587124334E-4
1.5168546797E-3	1.8828426435E+3	2.8209832342E-4
1.8120645986E-3	2.1690453206E+3	3.0832069259E-4
2.1334943481E-3	2.4585021377E+3	3.3453791144E-4
2.4811385584E-3	2.7426505330E+3	3.6074954110E-4
2.8549914211E-3	3.0123711566E+3	3.8695514312E-4
3.2550466893E-3	3.2643942835E+3	4.1315427928E-4
3.6812976783E-3	3.5004787337E+3	4.3934651156E-4
4.1337372652E-3	3.7179257329E+3	4.6553140213E-4
4.6123578895E-3	3.9073770289E+3	4.9170851331E-4
5.1171515529E-3	4.0650720891E+3	5.1787740760E-4
5.6481098199E-3	4.1957074052E+3	5.4403764760E-4
6.2052238176E-3	4.2971394486E+3	5.7018879612E-4
6.7884842360E-3	4.3625557434E+3	5.9633041614E-4
7.3978813281E-3	4.3963813236E+3	6.2246207073E-4
8.0334049101E-3	4.4012009744E+3	6.4858332323E-4
8.6950443616E-3	4.3721637791E+3	6.7469373705E-4
9.3827886258E-3	4.3149875566E+3	7.0079287589E-4
