# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Tue 3 Nov 2020 16:42:49	
# 		
# Elastic collision: H^+ + He^0 -> H^+ + He^0		
# 		
# Red. mass: 	7.4962491838E+8	 eV/c^2
# CM energy: 	1.9952623150E+3	 eV
# Rel speed: 	6.9169349832E+7	 cm/s
# Tot sigma: 	1.1452306775E+1	 a.u.
# Int sigma: 	1.1453019476E+1	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	1.1234166630E+2	1.9736940383E-5
4.0521979771E-5	5.8644933942E+2	4.5943520243E-5
9.9587300392E-5	1.3805180622E+3	7.2188137769E-5
1.8489884726E-4	2.3465573372E+3	9.8434919423E-5
2.9645680168E-4	3.3652561492E+3	1.2468073282E-4
4.3425968311E-4	4.2493273473E+3	1.5092466531E-4
5.9830531657E-4	4.8545974203E+3	1.7716615272E-4
7.8859101285E-4	5.0399567597E+3	2.0340471372E-4
1.0051136166E-3	4.7562352448E+3	2.2963989267E-4
1.2478695220E-3	4.0450478158E+3	2.5587124334E-4
1.5168546797E-3	3.0502173252E+3	2.8209832342E-4
1.8120645986E-3	1.9917491052E+3	3.0832069259E-4
2.1334943481E-3	1.1000316695E+3	3.3453791144E-4
2.4811385584E-3	5.3416262133E+2	3.6074954110E-4
2.8549914211E-3	3.2203604748E+2	3.8695514312E-4
3.2550466893E-3	3.7013299675E+2	4.1315427928E-4
3.6812976783E-3	5.2476591627E+2	4.3934651156E-4
4.1337372652E-3	6.4864997386E+2	4.6553140213E-4
4.6123578895E-3	6.7084575187E+2	4.9170851331E-4
5.1171515529E-3	5.9095957228E+2	5.1787740760E-4
5.6481098199E-3	4.5191906877E+2	5.4403764760E-4
6.2052238176E-3	3.0622950234E+2	5.7018879612E-4
6.7884842360E-3	1.9172999140E+2	5.9633041614E-4
7.3978813281E-3	1.2270800710E+2	6.2246207073E-4
8.0334049101E-3	9.4472503388E+1	6.4858332323E-4
8.6950443616E-3	9.1579285619E+1	6.7469373705E-4
9.3827886258E-3	9.8103201159E+1	7.0079287589E-4
1.0096626210E-2	1.0317011929E+2	7.2688030358E-4
1.0836545184E-2	1.0244920898E+2	7.5295558414E-4
