# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Fri 4 Dec 2020 01:24:27	
# 		
# Elastic collision: H^0 + He^0 -> H^0 + He^0		
# 		
# Red. mass: 	7.5005505498E+8	 eV/c^2
# CM energy: 	3.8018939632E-2	 eV
# Rel speed: 	3.0184857477E+5	 cm/s
# Tot sigma: 	2.1415470538E+2	 a.u.
# Int sigma: 	2.1415470538E+2	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	7.0186789886E-2	1.9736940383E-5
4.0521979771E-5	3.6980870421E-1	4.5943520243E-5
9.9587300392E-5	9.0884598875E-1	7.2188137769E-5
1.8489884726E-4	1.6874081120E+0	9.8434919423E-5
2.9645680168E-4	2.7054932171E+0	1.2468073282E-4
4.3425968311E-4	3.9630801611E+0	1.5092466531E-4
5.9830531657E-4	5.4601349127E+0	1.7716615272E-4
7.8859101285E-4	7.1966091963E+0	2.0340471372E-4
1.0051136166E-3	9.1724373586E+0	2.2963989267E-4
1.2478695220E-3	1.1387532376E+1	2.5587124334E-4
1.5168546797E-3	1.3841781203E+1	2.8209832342E-4
1.8120645986E-3	1.6535039529E+1	3.0832069259E-4
2.1334943481E-3	1.9467125955E+1	3.3453791144E-4
2.4811385584E-3	2.2637815608E+1	3.6074954110E-4
2.8549914211E-3	2.6046833195E+1	3.8695514312E-4
3.2550466893E-3	2.9693845501E+1	4.1315427928E-4
3.6812976783E-3	3.3578453348E+1	4.3934651156E-4
4.1337372652E-3	3.7700183004E+1	4.6553140213E-4
4.6123578895E-3	4.2058477064E+1	4.9170851331E-4
5.1171515529E-3	4.6652684803E+1	5.1787740760E-4
5.6481098199E-3	5.1482052012E+1	5.4403764760E-4
6.2052238176E-3	5.6545710333E+1	5.7018879612E-4
6.7884842360E-3	6.1842666103E+1	5.9633041614E-4
7.3978813281E-3	6.7371788711E+1	6.2246207073E-4
8.0334049101E-3	7.3131798508E+1	6.4858332323E-4
8.6950443616E-3	7.9121254260E+1	6.7469373705E-4
9.3827886258E-3	8.5338540189E+1	7.0079287589E-4
1.0096626210E-2	9.1781852608E+1	7.2688030358E-4
1.0836545184E-2	9.8449186185E+1	7.5295558414E-4
1.1602533184E-2	1.0533831986E+2	7.7901828182E-4
1.2394577408E-2	1.1244680245E+2	8.0506796108E-4
1.3212664621E-2	1.1977193796E+2	8.3110418659E-4
1.4056781152E-2	1.2731077067E+2	8.5712652325E-4
1.4926912893E-2	1.3506007001E+2	8.8313453619E-4
1.5823045305E-2	1.4301631527E+2	9.0912779076E-4
1.6745163410E-2	1.5117568020E+2	9.3510585261E-4
1.7693251801E-2	1.5953401756E+2	9.6106828758E-4
1.8667294632E-2	1.6808684366E+2	9.8701466182E-4
1.9667275626E-2	1.7682932295E+2	1.0129445417E-3
2.0693178073E-2	1.8575625274E+2	1.0388574939E-3
2.1744984827E-2	1.9486204809E+2	1.0647530855E-3
2.2822678313E-2	2.0414072697E+2	1.0906308836E-3
2.3926240519E-2	2.1358589577E+2	1.1164904558E-3
2.5055653005E-2	2.2319073519E+2	1.1423313699E-3
2.6210896896E-2	2.3294798666E+2	1.1681531941E-3
2.7391952886E-2	2.4284993931E+2	1.1939554970E-3
2.8598801239E-2	2.5288841771E+2	1.2197378472E-3
2.9831421786E-2	2.6305477030E+2	1.2454998140E-3
3.1089793929E-2	2.7333985871E+2	1.2712409668E-3
3.2373896638E-2	2.8373404815E+2	1.2969608754E-3
3.3683708455E-2	2.9422719882E+2	1.3226591101E-3
3.5019207490E-2	3.0480865851E+2	1.3483352414E-3
3.6380371427E-2	3.1546725662E+2	1.3739888402E-3
3.7767177517E-2	3.2619129954E+2	1.3996194778E-3
3.9179602586E-2	3.3696856762E+2	1.4252267258E-3
4.0617623030E-2	3.4778631381E+2	1.4508101565E-3
4.2081214817E-2	3.5863126412E+2	1.4763693421E-3
4.3570353490E-2	3.6948961999E+2	1.5019038556E-3
4.5085014162E-2	3.8034706276E+2	1.5274132703E-3
4.6625171522E-2	3.9118876024E+2	1.5528971598E-3
4.8190799831E-2	4.0199937560E+2	1.5783550984E-3
4.9781872927E-2	4.1276307875E+2	1.6037866605E-3
5.1398364219E-2	4.2346356009E+2	1.6291914212E-3
5.3040246694E-2	4.3408404708E+2	1.6545689559E-3
5.4707492914E-2	4.4460732338E+2	1.6799188405E-3
5.6400075017E-2	4.5501575099E+2	1.7052406515E-3
5.8117964718E-2	4.6529129518E+2	1.7305339655E-3
5.9861133308E-2	4.7541555257E+2	1.7557983600E-3
6.1629551657E-2	4.8536978218E+2	1.7810334128E-3
6.3423190212E-2	4.9513493975E+2	1.8062387021E-3
6.5242019000E-2	5.0469171515E+2	1.8314138067E-3
6.7086007624E-2	5.1402057310E+2	1.8565583060E-3
6.8955125270E-2	5.2310179715E+2	1.8816717796E-3
7.0849340702E-2	5.3191553688E+2	1.9067538080E-3
7.2768622264E-2	5.4044185839E+2	1.9318039720E-3
7.4712937885E-2	5.4866079801E+2	1.9568218529E-3
7.6682255070E-2	5.5655241915E+2	1.9818070327E-3
7.8676540910E-2	5.6409687225E+2	2.0067590939E-3
8.0695762079E-2	5.7127445782E+2	2.0316776194E-3
8.2739884832E-2	5.7806569218E+2	2.0565621928E-3
8.4808875009E-2	5.8445137614E+2	2.0814123983E-3
8.6902698034E-2	5.9041266606E+2	2.1062278206E-3
8.9021318917E-2	5.9593114747E+2	2.1310080450E-3
9.1164702253E-2	6.0098891064E+2	2.1557526574E-3
9.3332812224E-2	6.0556862821E+2	2.1804612443E-3
9.5525612596E-2	6.0965363436E+2	2.2051333928E-3
9.7743066726E-2	6.1322800528E+2	2.2297686905E-3
9.9985137556E-2	6.1627664065E+2	2.2543667257E-3
1.0225178762E-1	6.1878534570E+2	2.2789270875E-3
1.0454297904E-1	6.2074091356E+2	2.3034493653E-3
1.0685867352E-1	6.2213120730E+2	2.3279331494E-3
1.0919883237E-1	6.2294524142E+2	2.3523780306E-3
1.1156341648E-1	6.2317326221E+2	2.3767836004E-3
