# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Fri 4 Dec 2020 01:21:25	
# 		
# Elastic collision: H^0 + He^0 -> H^0 + He^0		
# 		
# Red. mass: 	7.5005505498E+8	 eV/c^2
# CM energy: 	5.1286138399E-3	 eV
# Rel speed: 	1.1086363894E+5	 cm/s
# Tot sigma: 	2.4119190642E+2	 a.u.
# Int sigma: 	2.4119190642E+2	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	1.3205140671E-2	1.9736940383E-5
4.0521979771E-5	6.9576856572E-2	4.5943520243E-5
9.9587300392E-5	1.7099290363E-1	7.2188137769E-5
1.8489884726E-4	3.1747407734E-1	9.8434919423E-5
2.9645680168E-4	5.0902058920E-1	1.2468073282E-4
4.3425968311E-4	7.4562968025E-1	1.5092466531E-4
5.9830531657E-4	1.0272972130E+0	1.7716615272E-4
7.8859101285E-4	1.3540178955E+0	2.0340471372E-4
1.0051136166E-3	1.7257852626E+0	2.2963989267E-4
1.2478695220E-3	2.1425915853E+0	2.5587124334E-4
1.5168546797E-3	2.6044277477E+0	2.8209832342E-4
1.8120645986E-3	3.1112831024E+0	3.0832069259E-4
2.1334943481E-3	3.6631453061E+0	3.3453791144E-4
2.4811385584E-3	4.2600001393E+0	3.6074954110E-4
2.8549914211E-3	4.9018313092E+0	3.8695514312E-4
3.2550466893E-3	5.5886202358E+0	4.1315427928E-4
3.6812976783E-3	6.3203458232E+0	4.3934651156E-4
4.1337372652E-3	7.0969842139E+0	4.6553140213E-4
4.6123578895E-3	7.9185085281E+0	4.9170851331E-4
5.1171515529E-3	8.7848885872E+0	5.1787740760E-4
5.6481098199E-3	9.6960906215E+0	5.4403764760E-4
6.2052238176E-3	1.0652076963E+1	5.7018879612E-4
6.7884842360E-3	1.1652805722E+1	5.9633041614E-4
7.3978813281E-3	1.2698230451E+1	6.2246207073E-4
8.0334049101E-3	1.3788299788E+1	6.4858332323E-4
8.6950443616E-3	1.4922957095E+1	6.7469373705E-4
9.3827886258E-3	1.6102140067E+1	7.0079287589E-4
1.0096626210E-2	1.7325780344E+1	7.2688030358E-4
1.0836545184E-2	1.8593803092E+1	7.5295558414E-4
1.1602533184E-2	1.9906126585E+1	7.7901828182E-4
1.2394577408E-2	2.1262661756E+1	8.0506796108E-4
1.3212664621E-2	2.2663311756E+1	8.3110418659E-4
1.4056781152E-2	2.4107971476E+1	8.5712652325E-4
1.4926912893E-2	2.5596527077E+1	8.8313453619E-4
1.5823045305E-2	2.7128855490E+1	9.0912779076E-4
1.6745163410E-2	2.8704823918E+1	9.3510585261E-4
1.7693251801E-2	3.0324289315E+1	9.6106828758E-4
1.8667294632E-2	3.1987097856E+1	9.8701466182E-4
1.9667275626E-2	3.3693084402E+1	1.0129445417E-3
2.0693178073E-2	3.5442071946E+1	1.0388574939E-3
2.1744984827E-2	3.7233871050E+1	1.0647530855E-3
2.2822678313E-2	3.9068279275E+1	1.0906308836E-3
2.3926240519E-2	4.0945080599E+1	1.1164904558E-3
2.5055653005E-2	4.2864044828E+1	1.1423313699E-3
2.6210896896E-2	4.4824926997E+1	1.1681531941E-3
2.7391952886E-2	4.6827466759E+1	1.1939554970E-3
2.8598801239E-2	4.8871387776E+1	1.2197378472E-3
2.9831421786E-2	5.0956397097E+1	1.2454998140E-3
3.1089793929E-2	5.3082184527E+1	1.2712409668E-3
3.2373896638E-2	5.5248422002E+1	1.2969608754E-3
3.3683708455E-2	5.7454762945E+1	1.3226591101E-3
3.5019207490E-2	5.9700841629E+1	1.3483352414E-3
3.6380371427E-2	6.1986272533E+1	1.3739888402E-3
3.7767177517E-2	6.4310649697E+1	1.3996194778E-3
3.9179602586E-2	6.6673546074E+1	1.4252267258E-3
4.0617623030E-2	6.9074512883E+1	1.4508101565E-3
4.2081214817E-2	7.1513078961E+1	1.4763693421E-3
4.3570353490E-2	7.3988750121E+1	1.5019038556E-3
4.5085014162E-2	7.6501008508E+1	1.5274132703E-3
4.6625171522E-2	7.9049311963E+1	1.5528971598E-3
4.8190799831E-2	8.1633093382E+1	1.5783550984E-3
4.9781872927E-2	8.4251760101E+1	1.6037866605E-3
5.1398364219E-2	8.6904693262E+1	1.6291914212E-3
5.3040246694E-2	8.9591247214E+1	1.6545689559E-3
5.4707492914E-2	9.2310748902E+1	1.6799188405E-3
5.6400075017E-2	9.5062497279E+1	1.7052406515E-3
5.8117964718E-2	9.7845762732E+1	1.7305339655E-3
5.9861133308E-2	1.0065978651E+2	1.7557983600E-3
6.1629551657E-2	1.0350378018E+2	1.7810334128E-3
6.3423190212E-2	1.0637692510E+2	1.8062387021E-3
6.5242019000E-2	1.0927837189E+2	1.8314138067E-3
6.7086007624E-2	1.1220723995E+2	1.8565583060E-3
6.8955125270E-2	1.1516261699E+2	1.8816717796E-3
7.0849340702E-2	1.1814355857E+2	1.9067538080E-3
7.2768622264E-2	1.2114908767E+2	1.9318039720E-3
7.4712937885E-2	1.2417819432E+2	1.9568218529E-3
7.6682255070E-2	1.2722983519E+2	1.9818070327E-3
7.8676540910E-2	1.3030293329E+2	2.0067590939E-3
8.0695762079E-2	1.3339637764E+2	2.0316776194E-3
8.2739884832E-2	1.3650902298E+2	2.0565621928E-3
8.4808875009E-2	1.3963968955E+2	2.0814123983E-3
8.6902698034E-2	1.4278716289E+2	2.1062278206E-3
8.9021318917E-2	1.4595019366E+2	2.1310080450E-3
9.1164702253E-2	1.4912749751E+2	2.1557526574E-3
9.3332812224E-2	1.5231775503E+2	2.1804612443E-3
9.5525612596E-2	1.5551961169E+2	2.2051333928E-3
9.7743066726E-2	1.5873167782E+2	2.2297686905E-3
9.9985137556E-2	1.6195252874E+2	2.2543667257E-3
1.0225178762E-1	1.6518070480E+2	2.2789270875E-3
1.0454297904E-1	1.6841471155E+2	2.3034493653E-3
1.0685867352E-1	1.7165301999E+2	2.3279331494E-3
1.0919883237E-1	1.7489406677E+2	2.3523780306E-3
1.1156341648E-1	1.7813625459E+2	2.3767836004E-3
1.1395238633E-1	1.8137795252E+2	2.4011494510E-3
1.1636570200E-1	1.8461749646E+2	2.4254751751E-3
1.1880332317E-1	1.8785318967E+2	2.4497603662E-3
1.2126520909E-1	1.9108330330E+2	2.4740046186E-3
1.2375131862E-1	1.9430607704E+2	2.4982075270E-3
1.2626161023E-1	1.9751971983E+2	2.5223686871E-3
1.2879604195E-1	2.0072241061E+2	2.5464876949E-3
1.3135457143E-1	2.0391229915E+2	2.5705641475E-3
1.3393715592E-1	2.0708750699E+2	2.5945976426E-3
1.3654375226E-1	2.1024612840E+2	2.6185877784E-3
1.3917431689E-1	2.1338623140E+2	2.6425341541E-3
1.4182880585E-1	2.1650585897E+2	2.6664363695E-3
1.4450717478E-1	2.1960303015E+2	2.6902940251E-3
1.4720937892E-1	2.2267574138E+2	2.7141067224E-3
1.4993537310E-1	2.2572196786E+2	2.7378740632E-3
1.5268511179E-1	2.2873966493E+2	2.7615956505E-3
1.5545854902E-1	2.3172676961E+2	2.7852710878E-3
1.5825563845E-1	2.3468120217E+2	2.8088999795E-3
1.6107633333E-1	2.3760086783E+2	2.8324819307E-3
1.6392058653E-1	2.4048365842E+2	2.8560165473E-3
1.6678835052E-1	2.4332745429E+2	2.8795034361E-3
1.6967957737E-1	2.4613012612E+2	2.9029422044E-3
1.7259421876E-1	2.4888953696E+2	2.9263324607E-3
1.7553222599E-1	2.5160354421E+2	2.9496738141E-3
