# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Fri 4 Dec 2020 01:27:53	
# 		
# Elastic collision: H^0 + He^0 -> H^0 + He^0		
# 		
# Red. mass: 	7.5005505498E+8	 eV/c^2
# CM energy: 	2.2387211386E+0	 eV
# Rel speed: 	2.3162697190E+6	 cm/s
# Tot sigma: 	1.2817136995E+2	 a.u.
# Int sigma: 	1.2817136995E+2	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	1.5537698176E+0	1.9736940383E-5
4.0521979771E-5	8.1866730766E+0	4.5943520243E-5
9.9587300392E-5	2.0119420956E+1	7.2188137769E-5
1.8489884726E-4	3.7353409778E+1	9.8434919423E-5
2.9645680168E-4	5.9885715243E+1	1.2468073282E-4
4.3425968311E-4	8.7709604342E+1	1.5092466531E-4
5.9830531657E-4	1.2081268505E+2	1.7716615272E-4
7.8859101285E-4	1.5917442254E+2	2.0340471372E-4
1.0051136166E-3	2.0276316221E+2	2.2963989267E-4
1.2478695220E-3	2.5153269265E+2	2.5587124334E-4
1.5168546797E-3	3.0541837262E+2	2.8209832342E-4
1.8120645986E-3	3.6433285162E+2	3.0832069259E-4
2.1334943481E-3	4.2816142343E+2	3.3453791144E-4
2.4811385584E-3	4.9675706500E+2	3.6074954110E-4
2.8549914211E-3	5.6993522868E+2	3.8695514312E-4
3.2550466893E-3	6.4746847336E+2	4.1315427928E-4
3.6812976783E-3	7.2908104063E+2	4.3934651156E-4
4.1337372652E-3	8.1444350421E+2	4.6553140213E-4
4.6123578895E-3	9.0316764455E+2	4.9170851331E-4
5.1171515529E-3	9.9480172547E+2	5.1787740760E-4
5.6481098199E-3	1.0888263744E+3	5.4403764760E-4
6.2052238176E-3	1.1846512915E+3	5.7018879612E-4
6.7884842360E-3	1.2816130347E+3	5.9633041614E-4
7.3978813281E-3	1.3789741446E+3	6.2246207073E-4
8.0334049101E-3	1.4759238845E+3	6.4858332323E-4
8.6950443616E-3	1.5715808756E+3	6.7469373705E-4
9.3827886258E-3	1.6649978987E+3	7.0079287589E-4
1.0096626210E-2	1.7551691158E+3	7.2688030358E-4
1.0836545184E-2	1.8410399309E+3	7.5295558414E-4
1.1602533184E-2	1.9215196570E+3	7.7901828182E-4
1.2394577408E-2	1.9954970895E+3	8.0506796108E-4
1.3212664621E-2	2.0618589935E+3	8.3110418659E-4
1.4056781152E-2	2.1195114091E+3	8.5712652325E-4
1.4926912893E-2	2.1674035461E+3	8.8313453619E-4
1.5823045305E-2	2.2045539007E+3	9.0912779076E-4
1.6745163410E-2	2.2300780675E+3	9.3510585261E-4
1.7693251801E-2	2.2432175600E+3	9.6106828758E-4
1.8667294632E-2	2.2433687866E+3	9.8701466182E-4
1.9667275626E-2	2.2301111807E+3	1.0129445417E-3
2.0693178073E-2	2.2032333466E+3	1.0388574939E-3
2.1744984827E-2	2.1627559850E+3	1.0647530855E-3
2.2822678313E-2	2.1089503024E+3	1.0906308836E-3
2.3926240519E-2	2.0423506116E+3	1.1164904558E-3
2.5055653005E-2	1.9637598935E+3	1.1423313699E-3
2.6210896896E-2	1.8742472375E+3	1.1681531941E-3
2.7391952886E-2	1.7751362985E+3	1.1939554970E-3
2.8598801239E-2	1.6679842175E+3	1.2197378472E-3
2.9831421786E-2	1.5545508372E+3	1.2454998140E-3
