# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Fri 4 Dec 2020 10:40:55	
# 		
# Elastic collision: He^0 + He^0 -> He^0 + He^0		
# 		
# Red. mass: 	1.8642000787E+9	 eV/c^2
# CM energy: 	2.8183829313E+0	 eV
# Rel speed: 	1.6485018535E+6	 cm/s
# Tot sigma: 	9.6307655682E+1	 a.u.
# Int sigma: 	9.6307655682E+1	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	2.4150352550E+0	1.9736940383E-5
4.0521979771E-5	1.2724569300E+1	4.5943520243E-5
9.9587300392E-5	3.1271240190E+1	7.2188137769E-5
1.8489884726E-4	5.8055348708E+1	9.8434919423E-5
2.9645680168E-4	9.3067102109E+1	1.2468073282E-4
4.3425968311E-4	1.3628463668E+2	1.5092466531E-4
5.9830531657E-4	1.8766752937E+2	1.7716615272E-4
7.8859101285E-4	2.4714850735E+2	2.0340471372E-4
1.0051136166E-3	3.1462361226E+2	2.2963989267E-4
1.2478695220E-3	3.8994093482E+2	2.5587124334E-4
1.5168546797E-3	4.7288805444E+2	2.8209832342E-4
1.8120645986E-3	5.6317837031E+2	3.0832069259E-4
2.1334943481E-3	6.6043657935E+2	3.3453791144E-4
2.4811385584E-3	7.6418363947E+2	3.6074954110E-4
2.8549914211E-3	8.7382165411E+2	3.8695514312E-4
3.2550466893E-3	9.8861922187E+2	4.1315427928E-4
3.6812976783E-3	1.1076979121E+3	4.3934651156E-4
4.1337372652E-3	1.2300206479E+3	4.6553140213E-4
4.6123578895E-3	1.3543828956E+3	4.9170851331E-4
5.1171515529E-3	1.4794076654E+3	5.1787740760E-4
5.6481098199E-3	1.6035454137E+3	5.4403764760E-4
6.2052238176E-3	1.7250799835E+3	5.7018879612E-4
6.7884842360E-3	1.8421417217E+3	5.9633041614E-4
7.3978813281E-3	1.9527288431E+3	6.2246207073E-4
8.0334049101E-3	2.0547379652E+3	6.4858332323E-4
8.6950443616E-3	2.1460044911E+3	6.7469373705E-4
9.3827886258E-3	2.2243531653E+3	7.0079287589E-4
1.0096626210E-2	2.2876586538E+3	7.2688030358E-4
1.0836545184E-2	2.3339154112E+3	7.5295558414E-4
1.1602533184E-2	2.3613153993E+3	7.7901828182E-4
1.2394577408E-2	2.3683314317E+3	8.0506796108E-4
1.3212664621E-2	2.3538030788E+3	8.3110418659E-4
1.4056781152E-2	2.3170212237E+3	8.5712652325E-4
1.4926912893E-2	2.2578065759E+3	8.8313453619E-4
1.5823045305E-2	2.1765768126E+3	9.0912779076E-4
1.6745163410E-2	2.0743966120E+3	9.3510585261E-4
1.7693251801E-2	1.9530047684E+3	9.6106828758E-4
1.8667294632E-2	1.8148129274E+3	9.8701466182E-4
