# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Fri 4 Dec 2020 10:36:50	
# 		
# Elastic collision: He^0 + He^0 -> He^0 + He^0		
# 		
# Red. mass: 	1.8642000787E+9	 eV/c^2
# CM energy: 	1.9952623150E-3	 eV
# Rel speed: 	4.3862101927E+4	 cm/s
# Tot sigma: 	1.5057970671E+2	 a.u.
# Int sigma: 	1.5057970671E+2	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	5.0115935455E-3	1.9736940383E-5
4.0521979771E-5	2.6405695732E-2	4.5943520243E-5
9.9587300392E-5	6.4894950692E-2	7.2188137769E-5
1.8489884726E-4	1.2048725633E-1	9.8434919423E-5
2.9645680168E-4	1.9318270872E-1	1.2468073282E-4
4.3425968311E-4	2.8298029519E-1	1.5092466531E-4
5.9830531657E-4	3.8987850932E-1	1.7716615272E-4
7.8859101285E-4	5.1387544970E-1	2.0340471372E-4
1.0051136166E-3	6.5496882864E-1	2.2963989267E-4
1.2478695220E-3	8.1315595664E-1	2.5587124334E-4
1.5168546797E-3	9.8843371688E-1	2.8209832342E-4
1.8120645986E-3	1.1807985339E+0	3.0832069259E-4
2.1334943481E-3	1.3902463377E+0	3.3453791144E-4
2.4811385584E-3	1.6167725243E+0	3.6074954110E-4
2.8549914211E-3	1.8603719118E+0	3.8695514312E-4
3.2550466893E-3	2.1210386938E+0	4.1315427928E-4
3.6812976783E-3	2.3987663882E+0	4.3934651156E-4
4.1337372652E-3	2.6935477836E+0	4.6553140213E-4
4.6123578895E-3	3.0053748813E+0	4.9170851331E-4
5.1171515529E-3	3.3342388344E+0	5.1787740760E-4
5.6481098199E-3	3.6801298827E+0	5.4403764760E-4
6.2052238176E-3	4.0430372855E+0	5.7018879612E-4
6.7884842360E-3	4.4229492497E+0	5.9633041614E-4
7.3978813281E-3	4.8198528550E+0	6.2246207073E-4
8.0334049101E-3	5.2337339762E+0	6.4858332323E-4
8.6950443616E-3	5.6645772014E+0	6.7469373705E-4
9.3827886258E-3	6.1123657472E+0	7.0079287589E-4
1.0096626210E-2	6.5770813711E+0	7.2688030358E-4
1.0836545184E-2	7.0587042800E+0	7.5295558414E-4
