# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Fri 4 Dec 2020 10:41:31	
# 		
# Elastic collision: He^0 + He^0 -> He^0 + He^0		
# 		
# Red. mass: 	1.8642000787E+9	 eV/c^2
# CM energy: 	3.9810717055E+3	 eV
# Rel speed: 	6.1956865758E+7	 cm/s
# Tot sigma: 	3.2216875728E+1	 a.u.
# Int sigma: 	3.2216895546E+1	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	4.9597029385E+2	1.9736940383E-5
4.0521979771E-5	2.6056860600E+3	4.5943520243E-5
9.9587300392E-5	6.3077146714E+3	7.2188137769E-5
1.8489884726E-4	1.1203472096E+4	9.8434919423E-5
2.9645680168E-4	1.6284913564E+4	1.2468073282E-4
4.3425968311E-4	1.9848134848E+4	1.5092466531E-4
5.9830531657E-4	2.0082582434E+4	1.7716615272E-4
7.8859101285E-4	1.6433727566E+4	2.0340471372E-4
1.0051136166E-3	1.0657448137E+4	2.2963989267E-4
1.2478695220E-3	5.8372413428E+3	2.5587124334E-4
1.5168546797E-3	3.6885076650E+3	2.8209832342E-4
1.8120645986E-3	3.3458753534E+3	3.0832069259E-4
2.1334943481E-3	3.1653334711E+3	3.3453791144E-4
2.4811385584E-3	2.6520951103E+3	3.6074954110E-4
2.8549914211E-3	2.1530626564E+3	3.8695514312E-4
3.2550466893E-3	1.8388984679E+3	4.1315427928E-4
3.6812976783E-3	1.6092945550E+3	4.3934651156E-4
4.1337372652E-3	1.4011421527E+3	4.6553140213E-4
4.6123578895E-3	1.2222901443E+3	4.9170851331E-4
5.1171515529E-3	1.0748066730E+3	5.1787740760E-4
5.6481098199E-3	9.4956260671E+2	5.4403764760E-4
6.2052238176E-3	8.4093307992E+2	5.7018879612E-4
6.7884842360E-3	7.4632991596E+2	5.9633041614E-4
7.3978813281E-3	6.6319077853E+2	6.2246207073E-4
8.0334049101E-3	5.8950260041E+2	6.4858332323E-4
8.6950443616E-3	5.2369349665E+2	6.7469373705E-4
9.3827886258E-3	4.6462787675E+2	7.0079287589E-4
1.0096626210E-2	4.1147699709E+2	7.2688030358E-4
1.0836545184E-2	3.6357708441E+2	7.5295558414E-4
1.1602533184E-2	3.2047883659E+2	7.7901828182E-4
1.2394577408E-2	2.8182327431E+2	8.0506796108E-4
1.3212664621E-2	2.4729039595E+2	8.3110418659E-4
1.4056781152E-2	2.1660087953E+2	8.5712652325E-4
1.4926912893E-2	1.8948644106E+2	8.8313453619E-4
1.5823045305E-2	1.6566779352E+2	9.0912779076E-4
1.6745163410E-2	1.4485507804E+2	9.3510585261E-4
1.7693251801E-2	1.2675464957E+2	9.6106828758E-4
1.8667294632E-2	1.1107489156E+2	9.8701466182E-4
1.9667275626E-2	9.7531910696E+1	1.0129445417E-3
2.0693178073E-2	8.5854851731E+1	1.0388574939E-3
2.1744984827E-2	7.5791293313E+1	1.0647530855E-3
2.2822678313E-2	6.7115027712E+1	1.0906308836E-3
2.3926240519E-2	5.9629441398E+1	1.1164904558E-3
2.5055653005E-2	5.3158790854E+1	1.1423313699E-3
2.6210896896E-2	4.7548143981E+1	1.1681531941E-3
2.7391952886E-2	4.2672743047E+1	1.1939554970E-3
2.8598801239E-2	3.8421005874E+1	1.2197378472E-3
2.9831421786E-2	3.4697542171E+1	1.2454998140E-3
3.1089793929E-2	3.1429305017E+1	1.2712409668E-3
3.2373896638E-2	2.8548240473E+1	1.2969608754E-3
3.3683708455E-2	2.6002207648E+1	1.3226591101E-3
3.5019207490E-2	2.3739689940E+1	1.3483352414E-3
3.6380371427E-2	2.1727895568E+1	1.3739888402E-3
3.7767177517E-2	1.9930479294E+1	1.3996194778E-3
3.9179602586E-2	1.8319535385E+1	1.4252267258E-3
4.0617623030E-2	1.6873728878E+1	1.4508101565E-3
4.2081214817E-2	1.5569064209E+1	1.4763693421E-3
4.3570353490E-2	1.4391946641E+1	1.5019038556E-3
4.5085014162E-2	1.3325627702E+1	1.5274132703E-3
4.6625171522E-2	1.2358167043E+1	1.5528971598E-3
4.8190799831E-2	1.1477028213E+1	1.5783550984E-3
4.9781872927E-2	1.0673518352E+1	1.6037866605E-3
5.1398364219E-2	9.9400937678E+0	1.6291914212E-3
5.3040246694E-2	9.2684011360E+0	1.6545689559E-3
5.4707492914E-2	8.6524685054E+0	1.6799188405E-3
5.6400075017E-2	8.0867571196E+0	1.7052406515E-3
5.8117964718E-2	7.5659101338E+0	1.7305339655E-3
5.9861133308E-2	7.0856974145E+0	1.7557983600E-3
6.1629551657E-2	6.6424944707E+0	1.7810334128E-3
6.3423190212E-2	6.2327878947E+0	1.8062387021E-3
6.5242019000E-2	5.8534476539E+0	1.8314138067E-3
6.7086007624E-2	5.5018523025E+0	1.8565583060E-3
6.8955125270E-2	5.1755863963E+0	1.8816717796E-3
7.0849340702E-2	4.8723615179E+0	1.9067538080E-3
7.2768622264E-2	4.5902074881E+0	1.9318039720E-3
7.4712937885E-2	4.3274732696E+0	1.9568218529E-3
7.6682255070E-2	4.0826349149E+0	1.9818070327E-3
7.8676540910E-2	3.8541269188E+0	2.0067590939E-3
8.0695762079E-2	3.6405408164E+0	2.0316776194E-3
8.2739884832E-2	3.4409269352E+0	2.0565621928E-3
8.4808875009E-2	3.2542715820E+0	2.0814123983E-3
8.6902698034E-2	3.0793991764E+0	2.1062278206E-3
8.9021318917E-2	2.9156067297E+0	2.1310080450E-3
9.1164702253E-2	2.7618214206E+0	2.1557526574E-3
9.3332812224E-2	2.6173624459E+0	2.1804612443E-3
9.5525612596E-2	2.4819824698E+0	2.2051333928E-3
9.7743066726E-2	2.3545018305E+0	2.2297686905E-3
9.9985137556E-2	2.2345360025E+0	2.2543667257E-3
1.0225178762E-1	2.1216176613E+0	2.2789270875E-3
1.0454297904E-1	2.0154940742E+0	2.3034493653E-3
1.0685867352E-1	1.9152802448E+0	2.3279331494E-3
1.0919883237E-1	1.8208945233E+0	2.3523780306E-3
1.1156341648E-1	1.7317949943E+0	2.3767836004E-3
1.1395238633E-1	1.6477870898E+0	2.4011494510E-3
1.1636570200E-1	1.5683733690E+0	2.4254751751E-3
1.1880332317E-1	1.4933994750E+0	2.4497603662E-3
1.2126520909E-1	1.4224129908E+0	2.4740046186E-3
1.2375131862E-1	1.3553507797E+0	2.4982075270E-3
1.2626161023E-1	1.2919169481E+0	2.5223686871E-3
1.2879604195E-1	1.2317247677E+0	2.5464876949E-3
1.3135457143E-1	1.1748269224E+0	2.5705641475E-3
1.3393715592E-1	1.1210194458E+0	2.5945976426E-3
1.3654375226E-1	1.0699239400E+0	2.6185877784E-3
1.3917431689E-1	1.0214234049E+0	2.6425341541E-3
1.4182880585E-1	9.7548869449E-1	2.6664363695E-3
1.4450717478E-1	9.3194117763E-1	2.6902940251E-3
1.4720937892E-1	8.9052736575E-1	2.7141067224E-3
1.4993537310E-1	8.5117769838E-1	2.7378740632E-3
1.5268511179E-1	8.1387542006E-1	2.7615956505E-3
1.5545854902E-1	7.7842905621E-1	2.7852710878E-3
1.5825563845E-1	7.4469986094E-1	2.8088999795E-3
1.6107633333E-1	7.1264120631E-1	2.8324819307E-3
1.6392058653E-1	6.8219174610E-1	2.8560165473E-3
1.6678835052E-1	6.5317103347E-1	2.8795034361E-3
1.6967957737E-1	6.2549733925E-1	2.9029422044E-3
1.7259421876E-1	5.9921416101E-1	2.9263324607E-3
1.7553222599E-1	5.7422464491E-1	2.9496738141E-3
1.7849354996E-1	5.5037279891E-1	2.9729658744E-3
1.8147814117E-1	5.2761026883E-1	2.9962082525E-3
1.8448594977E-1	5.0597406111E-1	3.0194005599E-3
1.8751692548E-1	4.8532725385E-1	3.0425424091E-3
1.9057101764E-1	4.6556970643E-1	3.0656334132E-3
1.9364817522E-1	4.4680035195E-1	3.0886731866E-3
1.9674834681E-1	4.2890296793E-1	3.1116613440E-3
1.9987148058E-1	4.1178923142E-1	3.1345975014E-3
2.0301752435E-1	3.9546400866E-1	3.1574812755E-3
2.0618642554E-1	3.7984537807E-1	3.1803122838E-3
2.0937813120E-1	3.6495021401E-1	3.2030901448E-3
2.1259258799E-1	3.5067469631E-1	3.2258144779E-3
2.1582974219E-1	3.3712858595E-1	3.2484849032E-3
2.1908953970E-1	3.2416083329E-1	3.2711010421E-3
2.2237192605E-1	3.1168335500E-1	3.2936625164E-3
2.2567684639E-1	2.9980060167E-1	3.3161689492E-3
2.2900424548E-1	2.8842850045E-1	3.3386199643E-3
2.3235406772E-1	2.7753786854E-1	3.3610151867E-3
2.3572625713E-1	2.6715328090E-1	3.3833542419E-3
2.3912075735E-1	2.5719517307E-1	3.4056367567E-3
2.4253751167E-1	2.4762437739E-1	3.4278623588E-3
2.4597646298E-1	2.3845754331E-1	3.4500306767E-3
2.4943755380E-1	2.2973463188E-1	3.4721413399E-3
2.5292072631E-1	2.2137404634E-1	3.4941939790E-3
2.5642592230E-1	2.1332099047E-1	3.5161882254E-3
2.5995308318E-1	2.0560812459E-1	3.5381237115E-3
2.6350215001E-1	1.9821883854E-1	3.5600000709E-3
2.6707306349E-1	1.9113905239E-1	3.5818169379E-3
2.7066576394E-1	1.8438156535E-1	3.6035739479E-3
2.7428019131E-1	1.7787850624E-1	3.6252707373E-3
2.7791628522E-1	1.7158795800E-1	3.6469069436E-3
2.8157398488E-1	1.6558666371E-1	3.6684822051E-3
2.8525322919E-1	1.5985170103E-1	3.6899961614E-3
2.8895395665E-1	1.5431405500E-1	3.7114484529E-3
2.9267610542E-1	1.4899827184E-1	3.7328387211E-3
2.9641961330E-1	1.4390110017E-1	3.7541666086E-3
3.0018441773E-1	1.3899347892E-1	3.7754317588E-3
3.0397045579E-1	1.3431141562E-1	3.7966338166E-3
3.0777766421E-1	1.2980653788E-1	3.8177724274E-3
3.1160597938E-1	1.2543313219E-1	3.8388472382E-3
3.1545533730E-1	1.2125303976E-1	3.8598578967E-3
3.1932567367E-1	1.1726058179E-1	3.8808040517E-3
3.2321692379E-1	1.1338629673E-1	3.9016853533E-3
