# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Wed 17 Feb 2021 07:11:53	
# 		
# Indistinguishable particle collision: He^0 + He^+ -> He^0 + He^+		
# 		
# Red. mass: 	1.8640723202E+9	 eV/c^2
# CM energy: 	1.5848931925E+3	 eV
# Rel speed: 	3.9093479103E+7	 cm/s
# Tot sigma: 	9.7180675961E+1	 a.u.
# Int sigma: 	9.7180721329E+1	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	1.4070705469E+3	1.9736940383E-5
4.0521979771E-5	7.3591283163E+3	4.5943520243E-5
9.9587300392E-5	1.7558073139E+4	7.2188137769E-5
1.8489884726E-4	3.0823174935E+4	9.8434919423E-5
2.9645680168E-4	4.4733034937E+4	1.2468073282E-4
4.3425968311E-4	5.5472812003E+4	1.5092466531E-4
5.9830531657E-4	5.8476778114E+4	1.7716615272E-4
7.8859101285E-4	5.0622963354E+4	2.0340471372E-4
1.0051136166E-3	3.3308141344E+4	2.2963989267E-4
1.2478695220E-3	1.3835684558E+4	2.5587124334E-4
1.5168546797E-3	1.7195355325E+3	2.8209832342E-4
1.8120645986E-3	8.3702560917E+2	3.0832069259E-4
2.1334943481E-3	5.6056377828E+3	3.3453791144E-4
2.4811385584E-3	7.4643480503E+3	3.6074954110E-4
2.8549914211E-3	4.4116297466E+3	3.8695514312E-4
3.2550466893E-3	1.0283302170E+3	4.1315427928E-4
3.6812976783E-3	4.5545150446E+2	4.3934651156E-4
4.1337372652E-3	1.0841314144E+3	4.6553140213E-4
4.6123578895E-3	8.7579316822E+2	4.9170851331E-4
5.1171515529E-3	2.5368542833E+2	5.1787740760E-4
5.6481098199E-3	1.0327998041E+2	5.4403764760E-4
6.2052238176E-3	2.0898573644E+2	5.7018879612E-4
6.7884842360E-3	2.1953481783E+2	5.9633041614E-4
7.3978813281E-3	2.4634006607E+2	6.2246207073E-4
8.0334049101E-3	3.6053762372E+2	6.4858332323E-4
8.6950443616E-3	4.5284433039E+2	6.7469373705E-4
9.3827886258E-3	4.8657394719E+2	7.0079287589E-4
1.0096626210E-2	4.9449656531E+2	7.2688030358E-4
1.0836545184E-2	4.7626230210E+2	7.5295558414E-4
1.1602533184E-2	4.2256907273E+2	7.7901828182E-4
1.2394577408E-2	3.4503759590E+2	8.0506796108E-4
1.3212664621E-2	2.5940951958E+2	8.3110418659E-4
1.4056781152E-2	1.7641585394E+2	8.5712652325E-4
1.4926912893E-2	1.0567837692E+2	8.8313453619E-4
1.5823045305E-2	5.4549158912E+1	9.0912779076E-4
1.6745163410E-2	2.6278032736E+1	9.3510585261E-4
1.7693251801E-2	2.0175181223E+1	9.6106828758E-4
1.8667294632E-2	3.2453150298E+1	9.8701466182E-4
1.9667275626E-2	5.7056050639E+1	1.0129445417E-3
2.0693178073E-2	8.6947804131E+1	1.0388574939E-3
2.1744984827E-2	1.1533338857E+2	1.0647530855E-3
2.2822678313E-2	1.3664313496E+2	1.0906308836E-3
2.3926240519E-2	1.4735860500E+2	1.1164904558E-3
2.5055653005E-2	1.4613517774E+2	1.1423313699E-3
2.6210896896E-2	1.3388939425E+2	1.1681531941E-3
2.7391952886E-2	1.1324081620E+2	1.1939554970E-3
2.8598801239E-2	8.7801743401E+1	1.2197378472E-3
2.9831421786E-2	6.1545977989E+1	1.2454998140E-3
3.1089793929E-2	3.8092942934E+1	1.2712409668E-3
3.2373896638E-2	2.0167998970E+1	1.2969608754E-3
3.3683708455E-2	9.3303815910E+0	1.3226591101E-3
3.5019207490E-2	5.8503846314E+0	1.3483352414E-3
3.6380371427E-2	8.8289998438E+0	1.3739888402E-3
3.7767177517E-2	1.6519150575E+1	1.3996194778E-3
3.9179602586E-2	2.6727773828E+1	1.4252267258E-3
4.0617623030E-2	3.7227540794E+1	1.4508101565E-3
4.2081214817E-2	4.6089104654E+1	1.4763693421E-3
