# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Wed 17 Feb 2021 07:09:06	
# 		
# Indistinguishable particle collision: He^0 + He^+ -> He^0 + He^+		
# 		
# Red. mass: 	1.8640723202E+9	 eV/c^2
# CM energy: 	2.5118864315E+1	 eV
# Rel speed: 	4.9215774278E+6	 cm/s
# Tot sigma: 	2.1816601952E+2	 a.u.
# Int sigma: 	2.1816680816E+2	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	1.2459758422E+2	1.9736940383E-5
4.0521979771E-5	6.5593311032E+2	4.5943520243E-5
9.9587300392E-5	1.6050138813E+3	7.2188137769E-5
1.8489884726E-4	2.9451132318E+3	9.8434919423E-5
2.9645680168E-4	4.6214739864E+3	1.2468073282E-4
4.3425968311E-4	6.5748387875E+3	1.5092466531E-4
5.9830531657E-4	8.7632637481E+3	1.7716615272E-4
7.8859101285E-4	1.1112424514E+4	2.0340471372E-4
1.0051136166E-3	1.3509045227E+4	2.2963989267E-4
1.2478695220E-3	1.5875955667E+4	2.5587124334E-4
1.5168546797E-3	1.8084375214E+4	2.8209832342E-4
1.8120645986E-3	2.0010835633E+4	3.0832069259E-4
2.1334943481E-3	2.1515280124E+4	3.3453791144E-4
2.4811385584E-3	2.2463515319E+4	3.6074954110E-4
2.8549914211E-3	2.2724256864E+4	3.8695514312E-4
3.2550466893E-3	2.2204097927E+4	4.1315427928E-4
3.6812976783E-3	2.0854976967E+4	4.3934651156E-4
4.1337372652E-3	1.8702955916E+4	4.6553140213E-4
4.6123578895E-3	1.5864527220E+4	4.9170851331E-4
5.1171515529E-3	1.2552999741E+4	5.1787740760E-4
5.6481098199E-3	9.0697210625E+3	5.4403764760E-4
6.2052238176E-3	5.7722157364E+3	5.7018879612E-4
6.7884842360E-3	3.0190904077E+3	5.9633041614E-4
7.3978813281E-3	1.0985638265E+3	6.2246207073E-4
8.0334049101E-3	1.5568302379E+2	6.4858332323E-4
8.6950443616E-3	1.4054453549E+2	6.7469373705E-4
9.3827886258E-3	8.0127434728E+2	7.0079287589E-4
1.0096626210E-2	1.7378264069E+3	7.2688030358E-4
1.0836545184E-2	2.5141552213E+3	7.5295558414E-4
1.1602533184E-2	2.7971053360E+3	7.7901828182E-4
1.2394577408E-2	2.4722456986E+3	8.0506796108E-4
1.3212664621E-2	1.6889832228E+3	8.3110418659E-4
1.4056781152E-2	7.9125168259E+2	8.5712652325E-4
1.4926912893E-2	1.6421534803E+2	8.8313453619E-4
1.5823045305E-2	4.8832331680E+1	9.0912779076E-4
1.6745163410E-2	4.2229709829E+2	9.3510585261E-4
1.7693251801E-2	1.0103732138E+3	9.6106828758E-4
1.8667294632E-2	1.4375489633E+3	9.8701466182E-4
1.9667275626E-2	1.4408919045E+3	1.0129445417E-3
2.0693178073E-2	1.0246228906E+3	1.0388574939E-3
2.1744984827E-2	4.5490982422E+2	1.0647530855E-3
2.2822678313E-2	8.9780458844E+1	1.0906308836E-3
2.3926240519E-2	1.4427417775E+2	1.1164904558E-3
