# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Wed 17 Feb 2021 11:44:26	
# 		
# Elastic collision: He^0 + He^+ -> He^0 + He^+		
# 		
# Red. mass: 	1.8640723202E+9	 eV/c^2
# CM energy: 	1.9952623150E+3	 eV
# Rel speed: 	4.3863604996E+7	 cm/s
# Tot sigma: 	N/A	 a.u.
# Int sigma: 	5.7691742937E+1	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	1.4857138506E+3	1.9736940383E-5
4.0521979771E-5	7.7573605279E+3	4.5943520243E-5
9.9587300392E-5	1.8406955630E+4	7.2188137769E-5
1.8489884726E-4	3.1997389407E+4	9.8434919423E-5
2.9645680168E-4	4.5582998859E+4	1.2468073282E-4
4.3425968311E-4	5.4721079439E+4	1.5092466531E-4
5.9830531657E-4	5.4603053300E+4	1.7716615272E-4
7.8859101285E-4	4.3056662474E+4	2.0340471372E-4
1.0051136166E-3	2.3904316079E+4	2.2963989267E-4
1.2478695220E-3	6.7338573455E+3	2.5587124334E-4
1.5168546797E-3	7.1312125146E+1	2.8209832342E-4
1.8120645986E-3	3.1023866032E+3	3.0832069259E-4
2.1334943481E-3	7.0001290644E+3	3.3453791144E-4
2.4811385584E-3	5.8339563963E+3	3.6074954110E-4
2.8549914211E-3	2.2140887366E+3	3.8695514312E-4
3.2550466893E-3	7.1247684601E+2	4.1315427928E-4
3.6812976783E-3	1.1687285514E+3	4.3934651156E-4
4.1337372652E-3	1.2018549192E+3	4.6553140213E-4
4.6123578895E-3	5.5405017622E+2	4.9170851331E-4
5.1171515529E-3	1.8207663451E+2	5.1787740760E-4
5.6481098199E-3	1.6018138867E+2	5.4403764760E-4
6.2052238176E-3	1.4385588756E+2	5.7018879612E-4
6.7884842360E-3	1.4233360594E+2	5.9633041614E-4
7.3978813281E-3	2.2322641616E+2	6.2246207073E-4
8.0334049101E-3	3.1789935702E+2	6.4858332323E-4
8.6950443616E-3	3.8634393109E+2	6.7469373705E-4
9.3827886258E-3	4.3536664220E+2	7.0079287589E-4
1.0096626210E-2	4.5629143036E+2	7.2688030358E-4
1.0836545184E-2	4.3993120814E+2	7.5295558414E-4
1.1602533184E-2	3.9234434981E+2	7.7901828182E-4
1.2394577408E-2	3.2407866794E+2	8.0506796108E-4
1.3212664621E-2	2.4552885798E+2	8.3110418659E-4
1.4056781152E-2	1.6789294873E+2	8.5712652325E-4
1.4926912893E-2	1.0116608316E+2	8.8313453619E-4
1.5823045305E-2	5.2082405759E+1	9.0912779076E-4
1.6745163410E-2	2.3880320690E+1	9.3510585261E-4
1.7693251801E-2	1.6173568709E+1	9.6106828758E-4
1.8667294632E-2	2.5538717129E+1	9.8701466182E-4
1.9667275626E-2	4.6514191483E+1	1.0129445417E-3
2.0693178073E-2	7.2719630136E+1	1.0388574939E-3
2.1744984827E-2	9.8000748708E+1	1.0647530855E-3
2.2822678313E-2	1.1737236629E+2	1.0906308836E-3
2.3926240519E-2	1.2765326432E+2	1.1164904558E-3
2.5055653005E-2	1.2762732970E+2	1.1423313699E-3
2.6210896896E-2	1.1803280357E+2	1.1681531941E-3
2.7391952886E-2	1.0099207384E+2	1.1939554970E-3
2.8598801239E-2	7.9591742006E+1	1.2197378472E-3
2.9831421786E-2	5.7171068180E+1	1.2454998140E-3
3.1089793929E-2	3.6722828911E+1	1.2712409668E-3
3.2373896638E-2	2.0558074884E+1	1.2969608754E-3
3.3683708455E-2	9.9881885218E+0	1.3226591101E-3
3.5019207490E-2	5.3176746337E+0	1.3483352414E-3
3.6380371427E-2	5.9527526782E+0	1.3739888402E-3
3.7767177517E-2	1.0654310161E+1	1.3996194778E-3
3.9179602586E-2	1.7823089789E+1	1.4252267258E-3
4.0617623030E-2	2.5794346027E+1	1.4508101565E-3
4.2081214817E-2	3.3100144416E+1	1.4763693421E-3
4.3570353490E-2	3.8622128635E+1	1.5019038556E-3
4.5085014162E-2	4.1698307447E+1	1.5274132703E-3
4.6625171522E-2	4.2105687781E+1	1.5528971598E-3
4.8190799831E-2	4.0041242167E+1	1.5783550984E-3
4.9781872927E-2	3.5967643392E+1	1.6037866605E-3
5.1398364219E-2	3.0538072999E+1	1.6291914212E-3
5.3040246694E-2	2.4449829859E+1	1.6545689559E-3
5.4707492914E-2	1.8372720311E+1	1.6799188405E-3
5.6400075017E-2	1.2849319212E+1	1.7052406515E-3
5.8117964718E-2	8.2722908261E+0	1.7305339655E-3
5.9861133308E-2	4.8624707632E+0	1.7557983600E-3
6.1629551657E-2	2.6865519180E+0	1.7810334128E-3
6.3423190212E-2	1.6751181020E+0	1.8062387021E-3
6.5242019000E-2	1.6648631102E+0	1.8314138067E-3
6.7086007624E-2	2.4296388602E+0	1.8565583060E-3
6.8955125270E-2	3.7218638315E+0	1.8816717796E-3
7.0849340702E-2	5.2967998441E+0	1.9067538080E-3
7.2768622264E-2	6.9364205818E+0	1.9318039720E-3
7.4712937885E-2	8.4623843444E+0	1.9568218529E-3
7.6682255070E-2	9.7449992009E+0	1.9818070327E-3
7.8676540910E-2	1.0700637556E+1	2.0067590939E-3
8.0695762079E-2	1.1287743525E+1	2.0316776194E-3
8.2739884832E-2	1.1501252836E+1	2.0565621928E-3
8.4808875009E-2	1.1368427694E+1	2.0814123983E-3
8.6902698034E-2	1.0932028273E+1	2.1062278206E-3
8.9021318917E-2	1.0248623114E+1	2.1310080450E-3
9.1164702253E-2	9.3819645412E+0	2.1557526574E-3
9.3332812224E-2	8.3953985743E+0	2.1804612443E-3
9.5525612596E-2	7.3433108299E+0	2.2051333928E-3
9.7743066726E-2	6.2812530139E+0	2.2297686905E-3
9.9985137556E-2	5.2486460851E+0	2.2543667257E-3
1.0225178762E-1	4.2801027391E+0	2.2789270875E-3
1.0454297904E-1	3.4004920327E+0	2.3034493653E-3
1.0685867352E-1	2.6236878481E+0	2.3279331494E-3
1.0919883237E-1	1.9601347763E+0	2.3523780306E-3
1.1156341648E-1	1.4114260452E+0	2.3767836004E-3
1.1395238633E-1	9.7481454249E-1	2.4011494510E-3
1.1636570200E-1	6.4390337224E-1	2.4254751751E-3
1.1880332317E-1	4.0962156059E-1	2.4497603662E-3
1.2126520909E-1	2.6067415879E-1	2.4740046186E-3
1.2375131862E-1	1.8526119633E-1	2.4982075270E-3
1.2626161023E-1	1.7152461158E-1	2.5223686871E-3
1.2879604195E-1	2.0758744199E-1	2.5464876949E-3
1.3135457143E-1	2.8218594035E-1	2.5705641475E-3
1.3393715592E-1	3.8547373187E-1	2.5945976426E-3
1.3654375226E-1	5.0786457116E-1	2.6185877784E-3
1.3917431689E-1	6.4181515909E-1	2.6425341541E-3
1.4182880585E-1	7.8034642642E-1	2.6664363695E-3
1.4450717478E-1	9.1792952115E-1	2.6902940251E-3
1.4720937892E-1	1.0498096508E+0	2.7141067224E-3
1.4993537310E-1	1.1731169124E+0	2.7378740632E-3
1.5268511179E-1	1.2847803737E+0	2.7615956505E-3
1.5545854902E-1	1.3831771095E+0	2.7852710878E-3
1.5825563845E-1	1.4669235738E+0	2.8088999795E-3
1.6107633333E-1	1.5355824432E+0	2.8324819307E-3
1.6392058653E-1	1.5896106149E+0	2.8560165473E-3
1.6678835052E-1	1.6287126556E+0	2.8795034361E-3
1.6967957737E-1	1.6536182963E+0	2.9029422044E-3
1.7259421876E-1	1.6652007015E+0	2.9263324607E-3
1.7553222599E-1	1.6645989262E+0	2.9496738141E-3
1.7849354996E-1	1.6527322175E+0	2.9729658744E-3
1.8147814117E-1	1.6308367643E+0	2.9962082525E-3
1.8448594977E-1	1.6001341974E+0	3.0194005599E-3
1.8751692548E-1	1.5616364410E+0	3.0425424091E-3
1.9057101764E-1	1.5166479138E+0	3.0656334132E-3
1.9364817522E-1	1.4664599742E+0	3.0886731866E-3
1.9674834681E-1	1.4116572183E+0	3.1116613440E-3
1.9987148058E-1	1.3534482494E+0	3.1345975014E-3
2.0301752435E-1	1.2928315036E+0	3.1574812755E-3
2.0618642554E-1	1.2303279563E+0	3.1803122838E-3
2.0937813120E-1	1.1668585509E+0	3.2030901448E-3
2.1259258799E-1	1.1029702903E+0	3.2258144779E-3
2.1582974219E-1	1.0391810168E+0	3.2484849032E-3
2.1908953970E-1	9.7617235123E-1	3.2711010421E-3
2.2237192605E-1	9.1420444897E-1	3.2936625164E-3
2.2567684639E-1	8.5374701123E-1	3.3161689492E-3
2.2900424548E-1	7.9498934807E-1	3.3386199643E-3
2.3235406772E-1	7.3817083696E-1	3.3610151867E-3
2.3572625713E-1	6.8363167405E-1	3.3833542419E-3
2.3912075735E-1	6.3131600296E-1	3.4056367567E-3
2.4253751167E-1	5.8143201217E-1	3.4278623588E-3
2.4597646298E-1	5.3400420600E-1	3.4500306767E-3
2.4943755380E-1	4.8912262378E-1	3.4721413399E-3
2.5292072631E-1	4.4678461404E-1	3.4941939790E-3
2.5642592230E-1	4.0687833952E-1	3.5161882254E-3
2.5995308318E-1	3.6954505824E-1	3.5381237115E-3
2.6350215001E-1	3.3461490550E-1	3.5600000709E-3
2.6707306349E-1	3.0208424708E-1	3.5818169379E-3
2.7066576394E-1	2.7183492488E-1	3.6035739479E-3
2.7428019131E-1	2.4380356582E-1	3.6252707373E-3
2.7791628522E-1	2.1797043414E-1	3.6469069436E-3
2.8157398488E-1	1.9410935894E-1	3.6684822051E-3
2.8525322919E-1	1.7223624942E-1	3.6899961614E-3
2.8895395665E-1	1.5218963039E-1	3.7114484529E-3
2.9267610542E-1	1.3389651772E-1	3.7328387211E-3
2.9641961330E-1	1.1729051756E-1	3.7541666086E-3
3.0018441773E-1	1.0221474005E-1	3.7754317588E-3
3.0397045579E-1	8.8582337125E-2	3.7966338166E-3
3.0777766421E-1	7.6323184655E-2	3.8177724274E-3
3.1160597938E-1	6.5339904063E-2	3.8388472382E-3
3.1545533730E-1	5.5552025183E-2	3.8598578967E-3
3.1932567367E-1	4.6860146465E-2	3.8808040517E-3
3.2321692379E-1	3.9152443162E-2	3.9016853533E-3
3.2712902264E-1	3.2413560399E-2	3.9225014525E-3
3.3106190484E-1	2.6533991452E-2	3.9432520014E-3
3.3501550468E-1	2.1450335365E-2	3.9639366533E-3
3.3898975607E-1	1.7094506527E-2	3.9845550624E-3
3.4298459261E-1	1.3411483495E-2	4.0051068843E-3
3.4699994753E-1	1.0338199509E-2	4.0255917754E-3
3.5103575373E-1	7.7938301803E-3	4.0460093936E-3
3.5509194378E-1	5.7746114287E-3	4.0663593974E-3
3.5916844988E-1	4.1907418169E-3	4.0866414469E-3
3.6326520391E-1	3.0203517195E-3	4.1068552032E-3
3.6738213741E-1	2.2116840097E-3	4.1270003283E-3
3.7151918157E-1	1.7264938861E-3	4.1470764858E-3
3.7567626728E-1	1.5304150489E-3	4.1670833400E-3
3.7985332504E-1	1.5929631873E-3	4.1870205567E-3
3.8405028507E-1	1.8786066854E-3	4.2068878026E-3
3.8826707721E-1	2.3633671365E-3	4.2266847457E-3
3.9250363101E-1	3.0146219497E-3	4.2464110553E-3
3.9675987567E-1	3.8125937228E-3	4.2660664016E-3
4.0103574005E-1	4.7352846110E-3	4.2856504563E-3
4.0533115271E-1	5.7618479547E-3	4.3051628919E-3
4.0964604185E-1	6.8760253909E-3	4.3246033825E-3
4.1398033538E-1	8.0637980532E-3	4.3439716031E-3
4.1833396086E-1	9.3073257262E-3	4.3632672302E-3
4.2270684554E-1	1.0590417790E-2	4.3824899412E-3
4.2709891633E-1	1.1902568102E-2	4.4016394148E-3
4.3151009985E-1	1.3225289333E-2	4.4207153312E-3
4.3594032237E-1	1.4569977318E-2	4.4397173715E-3
4.4038950986E-1	1.5912274444E-2	4.4586452181E-3
4.4485758797E-1	1.7241457302E-2	4.4774985548E-3
4.4934448203E-1	1.8564730952E-2	4.4962770664E-3
4.5385011706E-1	1.9868652763E-2	4.5149804392E-3
4.5837441776E-1	2.1141894965E-2	4.5336083606E-3
4.6291730852E-1	2.2381936056E-2	4.5521605193E-3
4.6747871344E-1	2.3605609091E-2	4.5706366053E-3
4.7205855627E-1	2.4777995853E-2	4.5890363098E-3
4.7665676049E-1	2.5916313508E-2	4.6073593254E-3
4.8127324926E-1	2.7009168414E-2	4.6256053458E-3
