# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Wed 17 Feb 2021 11:35:16	
# 		
# Elastic collision: He^0 + He^+ -> He^0 + He^+		
# 		
# Red. mass: 	1.8640723202E+9	 eV/c^2
# CM energy: 	3.8904514499E-3	 eV
# Rel speed: 	6.1249750219E+4	 cm/s
# Tot sigma: 	N/A	 a.u.
# Int sigma: 	2.1639140474E+3	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	5.4797460582E+0	1.9736940383E-5
4.0521979771E-5	2.8872220644E+1	4.5943520243E-5
9.9587300392E-5	7.0954987569E+1	7.2188137769E-5
1.8489884726E-4	1.3172924372E+2	9.8434919423E-5
2.9645680168E-4	2.1117423085E+2	1.2468073282E-4
4.3425968311E-4	3.0924360101E+2	1.5092466531E-4
5.9830531657E-4	4.2585199440E+2	1.7716615272E-4
7.8859101285E-4	5.6085827015E+2	2.0340471372E-4
1.0051136166E-3	7.1404649899E+2	2.2963989267E-4
1.2478695220E-3	8.8510581823E+2	2.5587124334E-4
1.5168546797E-3	1.0736106712E+3	2.8209832342E-4
1.8120645986E-3	1.2790034710E+3	3.0832069259E-4
2.1334943481E-3	1.5005822301E+3	3.3453791144E-4
2.4811385584E-3	1.7374960554E+3	3.6074954110E-4
2.8549914211E-3	1.9887514659E+3	3.8695514312E-4
3.2550466893E-3	2.2532320578E+3	4.1315427928E-4
3.6812976783E-3	2.5297329552E+3	4.3934651156E-4
4.1337372652E-3	2.8170096283E+3	4.6553140213E-4
4.6123578895E-3	3.1138380723E+3	4.9170851331E-4
5.1171515529E-3	3.4190802470E+3	5.1787740760E-4
5.6481098199E-3	3.7317455701E+3	5.4403764760E-4
6.2052238176E-3	4.0510368537E+3	5.7018879612E-4
6.7884842360E-3	4.3763682695E+3	5.9633041614E-4
7.3978813281E-3	4.7073445974E+3	6.2246207073E-4
8.0334049101E-3	5.0436958021E+3	6.4858332323E-4
8.6950443616E-3	5.3851690287E+3	6.7469373705E-4
9.3827886258E-3	5.7313907660E+3	7.0079287589E-4
1.0096626210E-2	6.0817235313E+3	7.2688030358E-4
1.0836545184E-2	6.4351511497E+3	7.5295558414E-4
1.1602533184E-2	6.7902306938E+3	7.7901828182E-4
1.2394577408E-2	7.1451432249E+3	8.0506796108E-4
1.3212664621E-2	7.4978566768E+3	8.3110418659E-4
1.4056781152E-2	7.8463830999E+3	8.5712652325E-4
1.4926912893E-2	8.1890753115E+3	8.8313453619E-4
1.5823045305E-2	8.5248772500E+3	9.0912779076E-4
1.6745163410E-2	8.8534336819E+3	9.3510585261E-4
1.7693251801E-2	9.1749906996E+3	9.6106828758E-4
1.8667294632E-2	9.4900799526E+3	9.8701466182E-4
1.9667275626E-2	9.7990621841E+3	1.0129445417E-3
2.0693178073E-2	1.0101680565E+4	1.0388574939E-3
2.1744984827E-2	1.0396806544E+4	1.0647530855E-3
2.2822678313E-2	1.0682522195E+4	1.0906308836E-3
2.3926240519E-2	1.0956566764E+4	1.1164904558E-3
2.5055653005E-2	1.1217010781E+4	1.1423313699E-3
2.6210896896E-2	1.1462877392E+4	1.1681531941E-3
2.7391952886E-2	1.1694395083E+4	1.1939554970E-3
2.8598801239E-2	1.1912694908E+4	1.2197378472E-3
2.9831421786E-2	1.2119031560E+4	1.2454998140E-3
3.1089793929E-2	1.2313888338E+4	1.2712409668E-3
3.2373896638E-2	1.2496455585E+4	1.2969608754E-3
3.3683708455E-2	1.2664835660E+4	1.3226591101E-3
3.5019207490E-2	1.2816943808E+4	1.3483352414E-3
3.6380371427E-2	1.2951627212E+4	1.3739888402E-3
3.7767177517E-2	1.3069301447E+4	1.3996194778E-3
3.9179602586E-2	1.3171623376E+4	1.4252267258E-3
4.0617623030E-2	1.3260327677E+4	1.4508101565E-3
4.2081214817E-2	1.3335974113E+4	1.4763693421E-3
4.3570353490E-2	1.3397511888E+4	1.5019038556E-3
4.5085014162E-2	1.3443058364E+4	1.5274132703E-3
4.6625171522E-2	1.3471389146E+4	1.5528971598E-3
4.8190799831E-2	1.3483002710E+4	1.5783550984E-3
4.9781872927E-2	1.3479849137E+4	1.6037866605E-3
5.1398364219E-2	1.3463863652E+4	1.6291914212E-3
5.3040246694E-2	1.3435507051E+4	1.6545689559E-3
5.4707492914E-2	1.3393609815E+4	1.6799188405E-3
5.6400075017E-2	1.3336724885E+4	1.7052406515E-3
5.8117964718E-2	1.3264788744E+4	1.7305339655E-3
5.9861133308E-2	1.3179500704E+4	1.7557983600E-3
6.1629551657E-2	1.3082999032E+4	1.7810334128E-3
6.3423190212E-2	1.2976124767E+4	1.8062387021E-3
6.5242019000E-2	1.2858055477E+4	1.8314138067E-3
6.7086007624E-2	1.2727714442E+4	1.8565583060E-3
6.8955125270E-2	1.2585449759E+4	1.8816717796E-3
7.0849340702E-2	1.2433121925E+4	1.9067538080E-3
7.2768622264E-2	1.2272500326E+4	1.9318039720E-3
7.4712937885E-2	1.2103836307E+4	1.9568218529E-3
7.6682255070E-2	1.1926287144E+4	1.9818070327E-3
7.8676540910E-2	1.1739636234E+4	2.0067590939E-3
8.0695762079E-2	1.1545157771E+4	2.0316776194E-3
8.2739884832E-2	1.1344570756E+4	2.0565621928E-3
8.4808875009E-2	1.1138506722E+4	2.0814123983E-3
8.6902698034E-2	1.0926506403E+4	2.1062278206E-3
8.9021318917E-2	1.0708444765E+4	2.1310080450E-3
9.1164702253E-2	1.0485355741E+4	2.1557526574E-3
