# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Wed 17 Feb 2021 11:43:32	
# 		
# Elastic collision: He^0 + He^+ -> He^0 + He^+		
# 		
# Red. mass: 	1.8640723202E+9	 eV/c^2
# CM energy: 	1.5848931925E+2	 eV
# Rel speed: 	1.2362443563E+7	 cm/s
# Tot sigma: 	N/A	 a.u.
# Int sigma: 	1.0775744776E+2	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	3.6996509710E+2	1.9736940383E-5
4.0521979771E-5	1.9453982005E+3	4.5943520243E-5
9.9587300392E-5	4.7348113973E+3	7.2188137769E-5
1.8489884726E-4	8.5951610741E+3	9.8434919423E-5
2.9645680168E-4	1.3330224389E+4	1.2468073282E-4
4.3425968311E-4	1.8673636277E+4	1.5092466531E-4
5.9830531657E-4	2.4157048720E+4	1.7716615272E-4
7.8859101285E-4	2.9235569397E+4	2.0340471372E-4
1.0051136166E-3	3.3187534644E+4	2.2963989267E-4
1.2478695220E-3	3.5259100146E+4	2.5587124334E-4
1.5168546797E-3	3.4793860312E+4	2.8209832342E-4
1.8120645986E-3	3.1449873814E+4	3.0832069259E-4
2.1334943481E-3	2.5444189504E+4	3.3453791144E-4
2.4811385584E-3	1.7706432689E+4	3.6074954110E-4
2.8549914211E-3	9.8093342998E+3	3.8695514312E-4
3.2550466893E-3	3.5695091197E+3	4.1315427928E-4
3.6812976783E-3	3.5298772935E+2	4.3934651156E-4
4.1337372652E-3	3.6969383423E+2	4.6553140213E-4
4.6123578895E-3	2.4188510837E+3	4.9170851331E-4
5.1171515529E-3	4.4452650669E+3	5.1787740760E-4
5.6481098199E-3	4.7588641057E+3	5.4403764760E-4
6.2052238176E-3	3.1522841123E+3	5.7018879612E-4
6.7884842360E-3	9.8625603920E+2	5.9633041614E-4
7.3978813281E-3	5.8415396168E+0	6.2246207073E-4
8.0334049101E-3	7.9325888160E+2	6.4858332323E-4
8.6950443616E-3	2.2689122285E+3	6.7469373705E-4
9.3827886258E-3	2.8024586951E+3	7.0079287589E-4
1.0096626210E-2	1.8850419080E+3	7.2688030358E-4
1.0836545184E-2	6.0850753274E+2	7.5295558414E-4
1.1602533184E-2	3.8910700214E+2	7.7901828182E-4
1.2394577408E-2	1.3366091530E+3	8.0506796108E-4
1.3212664621E-2	2.1698093904E+3	8.3110418659E-4
1.4056781152E-2	1.7974117212E+3	8.5712652325E-4
1.4926912893E-2	6.4522802398E+2	8.8313453619E-4
1.5823045305E-2	8.3885033941E+1	9.0912779076E-4
