# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Wed 17 Feb 2021 15:38:27	
# 		
# Charge transfer collision: He^0 + He^+ -> He^+ + He^0		
# 		
# Red. mass: 	1.8640723202E+9	 eV/c^2
# CM energy: 	1.0000000000E+4	 eV
# Rel speed: 	9.8198379719E+7	 cm/s
# Tot sigma: 	N/A	 a.u.
# Int sigma: 	2.0619510632E+1	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	1.1551798099E-10	1.9736940383E-5
4.0521979771E-5	6.0867241575E-10	4.5943520243E-5
9.9587300392E-5	1.4958851637E-9	7.2188137769E-5
1.8489884726E-4	2.7772027256E-9	9.8434919423E-5
2.9645680168E-4	4.4523510003E-9	1.2468073282E-4
4.3425968311E-4	6.5212387408E-9	1.5092466531E-4
5.9830531657E-4	8.9822861229E-9	1.7716615272E-4
7.8859101285E-4	1.1834797523E-8	2.0340471372E-4
1.0051136166E-3	1.5076277886E-8	2.2963989267E-4
1.2478695220E-3	1.8704415857E-8	2.5587124334E-4
1.5168546797E-3	2.2716331816E-8	2.8209832342E-4
1.8120645986E-3	2.7109326192E-8	3.0832069259E-4
2.1334943481E-3	3.1880273940E-8	3.3453791144E-4
2.4811385584E-3	3.7028549406E-8	3.6074954110E-4
2.8549914211E-3	4.2555556484E-8	3.8695514312E-4
3.2550466893E-3	4.8465903810E-8	4.1315427928E-4
3.6812976783E-3	5.4765855538E-8	4.3934651156E-4
4.1337372652E-3	6.1464160052E-8	4.6553140213E-4
4.6123578895E-3	6.8570404913E-8	4.9170851331E-4
5.1171515529E-3	7.6086309547E-8	5.1787740760E-4
5.6481098199E-3	8.4012834469E-8	5.4403764760E-4
6.2052238176E-3	9.2346198621E-8	5.7018879612E-4
6.7884842360E-3	1.0108679153E-7	5.9633041614E-4
7.3978813281E-3	1.1024549286E-7	6.2246207073E-4
8.0334049101E-3	1.1984535019E-7	6.4858332323E-4
8.6950443616E-3	1.2990757055E-7	6.7469373705E-4
9.3827886258E-3	1.4042096749E-7	7.0079287589E-4
1.0096626210E-2	1.5131971842E-7	7.2688030358E-4
1.0836545184E-2	1.6248542174E-7	7.5295558414E-4
1.1602533184E-2	1.7381575173E-7	7.7901828182E-4
1.2394577408E-2	1.8530967678E-7	8.0506796108E-4
1.3212664621E-2	1.9712057576E-7	8.3110418659E-4
1.4056781152E-2	2.0948434821E-7	8.5712652325E-4
1.4926912893E-2	2.2252850889E-7	8.8313453619E-4
1.5823045305E-2	2.3612941349E-7	9.0912779076E-4
1.6745163410E-2	2.5003703620E-7	9.3510585261E-4
1.7693251801E-2	2.6419507465E-7	9.6106828758E-4
1.8667294632E-2	2.7886563988E-7	9.8701466182E-4
1.9667275626E-2	2.9423883328E-7	1.0129445417E-3
2.0693178073E-2	3.0998147148E-7	1.0388574939E-3
2.1744984827E-2	3.2557548366E-7	1.0647530855E-3
2.2822678313E-2	3.4119851829E-7	1.0906308836E-3
2.3926240519E-2	3.5764404869E-7	1.1164904558E-3
2.5055653005E-2	3.7503711409E-7	1.1423313699E-3
2.6210896896E-2	3.9249298080E-7	1.1681531941E-3
2.7391952886E-2	4.0972087463E-7	1.1939554970E-3
2.8598801239E-2	4.2765922886E-7	1.2197378472E-3
2.9831421786E-2	4.4649092249E-7	1.2454998140E-3
3.1089793929E-2	4.6494583880E-7	1.2712409668E-3
3.2373896638E-2	4.8295327250E-7	1.2969608754E-3
3.3683708455E-2	5.0220432797E-7	1.3226591101E-3
3.5019207490E-2	5.2276971065E-7	1.3483352414E-3
3.6380371427E-2	5.4319899436E-7	1.3739888402E-3
3.7767177517E-2	5.6401679484E-7	1.3996194778E-3
3.9179602586E-2	5.8601712559E-7	1.4252267258E-3
4.0617623030E-2	6.0776731783E-7	1.4508101565E-3
4.2081214817E-2	6.2916547446E-7	1.4763693421E-3
4.3570353490E-2	6.5141581047E-7	1.5019038556E-3
4.5085014162E-2	6.7388968660E-7	1.5274132703E-3
4.6625171522E-2	6.9662273551E-7	1.5528971598E-3
4.8190799831E-2	7.2006725702E-7	1.5783550984E-3
4.9781872927E-2	7.4365900399E-7	1.6037866605E-3
5.1398364219E-2	7.6801938356E-7	1.6291914212E-3
5.3040246694E-2	7.9261324976E-7	1.6545689559E-3
5.4707492914E-2	8.1768999314E-7	1.6799188405E-3
5.6400075017E-2	8.4450402882E-7	1.7052406515E-3
5.8117964718E-2	8.7014973157E-7	1.7305339655E-3
5.9861133308E-2	8.9618943411E-7	1.7557983600E-3
6.1629551657E-2	9.2328909741E-7	1.7810334128E-3
6.3423190212E-2	9.4814005476E-7	1.8062387021E-3
6.5242019000E-2	9.7575779140E-7	1.8314138067E-3
6.7086007624E-2	1.0030071734E-6	1.8565583060E-3
6.8955125270E-2	1.0303504841E-6	1.8816717796E-3
7.0849340702E-2	1.0608535324E-6	1.9067538080E-3
7.2768622264E-2	1.0883544015E-6	1.9318039720E-3
7.4712937885E-2	1.1186561401E-6	1.9568218529E-3
7.6682255070E-2	1.1477640969E-6	1.9818070327E-3
7.8676540910E-2	1.1775623016E-6	2.0067590939E-3
8.0695762079E-2	1.2083529698E-6	2.0316776194E-3
8.2739884832E-2	1.2375654910E-6	2.0565621928E-3
8.4808875009E-2	1.2691296636E-6	2.0814123983E-3
8.6902698034E-2	1.3006574682E-6	2.1062278206E-3
8.9021318917E-2	1.3336508481E-6	2.1310080450E-3
9.1164702253E-2	1.3658570920E-6	2.1557526574E-3
9.3332812224E-2	1.3982557103E-6	2.1804612443E-3
9.5525612596E-2	1.4303381027E-6	2.2051333928E-3
9.7743066726E-2	1.4643933063E-6	2.2297686905E-3
9.9985137556E-2	1.4972033597E-6	2.2543667257E-3
1.0225178762E-1	1.5328157203E-6	2.2789270875E-3
1.0454297904E-1	1.5664560856E-6	2.3034493653E-3
1.0685867352E-1	1.6030890965E-6	2.3279331494E-3
1.0919883237E-1	1.6361730751E-6	2.3523780306E-3
1.1156341648E-1	1.6738457482E-6	2.3767836004E-3
1.1395238633E-1	1.7079467797E-6	2.4011494510E-3
1.1636570200E-1	1.7452836536E-6	2.4254751751E-3
1.1880332317E-1	1.7819589150E-6	2.4497603662E-3
1.2126520909E-1	1.8211921570E-6	2.4740046186E-3
1.2375131862E-1	1.8576881139E-6	2.4982075270E-3
1.2626161023E-1	1.8937362018E-6	2.5223686871E-3
1.2879604195E-1	1.9321161024E-6	2.5464876949E-3
1.3135457143E-1	1.9719657131E-6	2.5705641475E-3
1.3393715592E-1	2.0100876864E-6	2.5945976426E-3
1.3654375226E-1	2.0506294429E-6	2.6185877784E-3
1.3917431689E-1	2.0920716340E-6	2.6425341541E-3
1.4182880585E-1	2.1333676384E-6	2.6664363695E-3
1.4450717478E-1	2.1693381863E-6	2.6902940251E-3
1.4720937892E-1	2.2125383981E-6	2.7141067224E-3
1.4993537310E-1	2.2557988152E-6	2.7378740632E-3
1.5268511179E-1	2.2975952029E-6	2.7615956505E-3
1.5545854902E-1	2.3399005499E-6	2.7852710878E-3
1.5825563845E-1	2.3826143319E-6	2.8088999795E-3
1.6107633333E-1	2.4250306260E-6	2.8324819307E-3
1.6392058653E-1	2.4640414324E-6	2.8560165473E-3
1.6678835052E-1	2.5106022599E-6	2.8795034361E-3
1.6967957737E-1	2.5570450891E-6	2.9029422044E-3
1.7259421876E-1	2.5998649065E-6	2.9263324607E-3
1.7553222599E-1	2.6447790241E-6	2.9496738141E-3
1.7849354996E-1	2.6917951488E-6	2.9729658744E-3
1.8147814117E-1	2.7365031206E-6	2.9962082525E-3
1.8448594977E-1	2.7832577329E-6	3.0194005599E-3
1.8751692548E-1	2.8343064872E-6	3.0425424091E-3
1.9057101764E-1	2.8783577842E-6	3.0656334132E-3
1.9364817522E-1	2.9229104801E-6	3.0886731866E-3
1.9674834681E-1	2.9726260510E-6	3.1116613440E-3
1.9987148058E-1	3.0184697633E-6	3.1345975014E-3
2.0301752435E-1	3.0680120950E-6	3.1574812755E-3
2.0618642554E-1	3.1186706498E-6	3.1803122838E-3
2.0937813120E-1	3.1655804379E-6	3.2030901448E-3
2.1259258799E-1	3.2160911786E-6	3.2258144779E-3
2.1582974219E-1	3.2692238938E-6	3.2484849032E-3
2.1908953970E-1	3.3211572780E-6	3.2711010421E-3
2.2237192605E-1	3.3712511187E-6	3.2936625164E-3
2.2567684639E-1	3.4216309593E-6	3.3161689492E-3
2.2900424548E-1	3.4723336271E-6	3.3386199643E-3
2.3235406772E-1	3.5256730253E-6	3.3610151867E-3
2.3572625713E-1	3.5786546939E-6	3.3833542419E-3
