# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Wed 17 Feb 2021 15:35:51	
# 		
# Charge transfer collision: He^0 + He^+ -> He^+ + He^0		
# 		
# Red. mass: 	1.8640723202E+9	 eV/c^2
# CM energy: 	1.5848931925E+1	 eV
# Rel speed: 	3.9093479103E+6	 cm/s
# Tot sigma: 	N/A	 a.u.
# Int sigma: 	6.9723763140E+1	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	9.6085124056E-7	1.9736940383E-5
4.0521979771E-5	5.0626502069E-6	4.5943520243E-5
9.9587300392E-5	1.2442028102E-5	7.2188137769E-5
1.8489884726E-4	2.3100494716E-5	9.8434919423E-5
2.9645680168E-4	3.7038056046E-5	1.2468073282E-4
4.3425968311E-4	5.4254491049E-5	1.5092466531E-4
5.9830531657E-4	7.4749461107E-5	1.7716615272E-4
7.8859101285E-4	9.8522518077E-5	2.0340471372E-4
1.0051136166E-3	1.2557309293E-4	2.2963989267E-4
1.2478695220E-3	1.5590047927E-4	2.5587124334E-4
1.5168546797E-3	1.8950381301E-4	2.8209832342E-4
1.8120645986E-3	2.2638204373E-4	3.0832069259E-4
2.1334943481E-3	2.6653390842E-4	3.3453791144E-4
2.4811385584E-3	3.0995790827E-4	3.6074954110E-4
2.8549914211E-3	3.5665226569E-4	3.8695514312E-4
3.2550466893E-3	4.0661488973E-4	4.1315427928E-4
3.6812976783E-3	4.5984335343E-4	4.3934651156E-4
4.1337372652E-3	5.1633482600E-4	4.6553140213E-4
4.6123578895E-3	5.7608605671E-4	4.9170851331E-4
5.1171515529E-3	6.3909331430E-4	5.1787740760E-4
5.6481098199E-3	7.0535233497E-4	5.4403764760E-4
6.2052238176E-3	7.7485828495E-4	5.7018879612E-4
6.7884842360E-3	8.4760570231E-4	5.9633041614E-4
7.3978813281E-3	9.2358843177E-4	6.2246207073E-4
8.0334049101E-3	1.0027995802E-3	6.4858332323E-4
8.6950443616E-3	1.0852314432E-3	6.7469373705E-4
9.3827886258E-3	1.1708754669E-3	7.0079287589E-4
1.0096626210E-2	1.2597221516E-3	7.2688030358E-4
1.0836545184E-2	1.3517609969E-3	7.5295558414E-4
1.1602533184E-2	1.4469804519E-3	7.7901828182E-4
1.2394577408E-2	1.5453678217E-3	8.0506796108E-4
1.3212664621E-2	1.6469092057E-3	8.3110418659E-4
1.4056781152E-2	1.7515894149E-3	8.5712652325E-4
1.4926912893E-2	1.8593919097E-3	8.8313453619E-4
1.5823045305E-2	1.9702987174E-3	9.0912779076E-4
1.6745163410E-2	2.0842903534E-3	9.3510585261E-4
1.7693251801E-2	2.2013457371E-3	9.6106828758E-4
1.8667294632E-2	2.3214421268E-3	9.8701466182E-4
1.9667275626E-2	2.4445550265E-3	1.0129445417E-3
2.0693178073E-2	2.5706581163E-3	1.0388574939E-3
2.1744984827E-2	2.6997231559E-3	1.0647530855E-3
2.2822678313E-2	2.8317199122E-3	1.0906308836E-3
2.3926240519E-2	2.9666160838E-3	1.1164904558E-3
2.5055653005E-2	3.1043772046E-3	1.1423313699E-3
2.6210896896E-2	3.2449665552E-3	1.1681531941E-3
2.7391952886E-2	3.3883451301E-3	1.1939554970E-3
2.8598801239E-2	3.5344714681E-3	1.2197378472E-3
2.9831421786E-2	3.6833016560E-3	1.2454998140E-3
3.1089793929E-2	3.8347891932E-3	1.2712409668E-3
3.2373896638E-2	3.9888849330E-3	1.2969608754E-3
3.3683708455E-2	4.1455369665E-3	1.3226591101E-3
3.5019207490E-2	4.3046905937E-3	1.3483352414E-3
3.6380371427E-2	4.4662881844E-3	1.3739888402E-3
3.7767177517E-2	4.6302691528E-3	1.3996194778E-3
3.9179602586E-2	4.7965698225E-3	1.4252267258E-3
4.0617623030E-2	4.9651233958E-3	1.4508101565E-3
4.2081214817E-2	5.1358598369E-3	1.4763693421E-3
4.3570353490E-2	5.3087058547E-3	1.5019038556E-3
4.5085014162E-2	5.4835847824E-3	1.5274132703E-3
4.6625171522E-2	5.6604165992E-3	1.5528971598E-3
4.8190799831E-2	5.8391177854E-3	1.5783550984E-3
4.9781872927E-2	6.0196013956E-3	1.6037866605E-3
5.1398364219E-2	6.2017769734E-3	1.6291914212E-3
5.3040246694E-2	6.3855505594E-3	1.6545689559E-3
5.4707492914E-2	6.5708247403E-3	1.6799188405E-3
5.6400075017E-2	6.7574986446E-3	1.7052406515E-3
5.8117964718E-2	6.9454679723E-3	1.7305339655E-3
5.9861133308E-2	7.1346251385E-3	1.7557983600E-3
6.1629551657E-2	7.3248592817E-3	1.7810334128E-3
6.3423190212E-2	7.5160564121E-3	1.8062387021E-3
6.5242019000E-2	7.7080994595E-3	1.8314138067E-3
6.7086007624E-2	7.9008684612E-3	1.8565583060E-3
6.8955125270E-2	8.0942406450E-3	1.8816717796E-3
7.0849340702E-2	8.2880905862E-3	1.9067538080E-3
7.2768622264E-2	8.4822903077E-3	1.9318039720E-3
7.4712937885E-2	8.6767094794E-3	1.9568218529E-3
7.6682255070E-2	8.8712155136E-3	1.9818070327E-3
7.8676540910E-2	9.0656737352E-3	2.0067590939E-3
8.0695762079E-2	9.2599475711E-3	2.0316776194E-3
8.2739884832E-2	9.4538987327E-3	2.0565621928E-3
8.4808875009E-2	9.6473874250E-3	2.0814123983E-3
8.6902698034E-2	9.8402725959E-3	2.1062278206E-3
8.9021318917E-2	1.0032412275E-2	2.1310080450E-3
9.1164702253E-2	1.0223663801E-2	2.1557526574E-3
9.3332812224E-2	1.0413884330E-2	2.1804612443E-3
9.5525612596E-2	1.0602931148E-2	2.2051333928E-3
9.7743066726E-2	1.0790662260E-2	2.2297686905E-3
9.9985137556E-2	1.0976936740E-2	2.2543667257E-3
1.0225178762E-1	1.1161615484E-2	2.2789270875E-3
1.0454297904E-1	1.1344561612E-2	2.3034493653E-3
1.0685867352E-1	1.1525641239E-2	2.3279331494E-3
1.0919883237E-1	1.1704723970E-2	2.3523780306E-3
1.1156341648E-1	1.1881683776E-2	2.3767836004E-3
1.1395238633E-1	1.2056399542E-2	2.4011494510E-3
1.1636570200E-1	1.2228756023E-2	2.4254751751E-3
1.1880332317E-1	1.2398644685E-2	2.4497603662E-3
1.2126520909E-1	1.2565964635E-2	2.4740046186E-3
1.2375131862E-1	1.2730623717E-2	2.4982075270E-3
1.2626161023E-1	1.2892539703E-2	2.5223686871E-3
1.2879604195E-1	1.3051641453E-2	2.5464876949E-3
1.3135457143E-1	1.3207870308E-2	2.5705641475E-3
1.3393715592E-1	1.3361181460E-2	2.5945976426E-3
1.3654375226E-1	1.3511545200E-2	2.6185877784E-3
1.3917431689E-1	1.3658948405E-2	2.6425341541E-3
1.4182880585E-1	1.3803395780E-2	2.6664363695E-3
1.4450717478E-1	1.3944911210E-2	2.6902940251E-3
1.4720937892E-1	1.4083539022E-2	2.7141067224E-3
1.4993537310E-1	1.4219345338E-2	2.7378740632E-3
1.5268511179E-1	1.4352419461E-2	2.7615956505E-3
1.5545854902E-1	1.4482875532E-2	2.7852710878E-3
1.5825563845E-1	1.4610854332E-2	2.8088999795E-3
1.6107633333E-1	1.4736525397E-2	2.8324819307E-3
1.6392058653E-1	1.4860089137E-2	2.8560165473E-3
1.6678835052E-1	1.4981779816E-2	2.8795034361E-3
1.6967957737E-1	1.5101868147E-2	2.9029422044E-3
1.7259421876E-1	1.5220664188E-2	2.9263324607E-3
1.7553222599E-1	1.5338520427E-2	2.9496738141E-3
1.7849354996E-1	1.5455834471E-2	2.9729658744E-3
1.8147814117E-1	1.5573052230E-2	2.9962082525E-3
1.8448594977E-1	1.5690670072E-2	3.0194005599E-3
1.8751692548E-1	1.5809237797E-2	3.0425424091E-3
