# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Wed 17 Feb 2021 15:36:25	
# 		
# Charge transfer collision: He^0 + He^+ -> He^+ + He^0		
# 		
# Red. mass: 	1.8640723202E+9	 eV/c^2
# CM energy: 	7.9432823472E+1	 eV
# Rel speed: 	8.7519398048E+6	 cm/s
# Tot sigma: 	N/A	 a.u.
# Int sigma: 	5.4939678339E+1	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	1.5558960839E-6	1.9736940383E-5
4.0521979771E-5	8.1978952173E-6	4.5943520243E-5
9.9587300392E-5	2.0147244856E-5	7.2188137769E-5
1.8489884726E-4	3.7406398766E-5	9.8434919423E-5
2.9645680168E-4	5.9975391186E-5	1.2468073282E-4
4.3425968311E-4	8.7853916395E-5	1.5092466531E-4
5.9830531657E-4	1.2104152468E-4	1.7716615272E-4
7.8859101285E-4	1.5953765661E-4	2.0340471372E-4
1.0051136166E-3	2.0334164515E-4	2.2963989267E-4
1.2478695220E-3	2.5245272542E-4	2.5587124334E-4
1.5168546797E-3	3.0687002350E-4	2.8209832342E-4
1.8120645986E-3	3.6659255762E-4	3.0832069259E-4
2.1334943481E-3	4.3161923602E-4	3.3453791144E-4
2.4811385584E-3	5.0194884829E-4	3.6074954110E-4
2.8549914211E-3	5.7758006579E-4	3.8695514312E-4
3.2550466893E-3	6.5851143107E-4	4.1315427928E-4
3.6812976783E-3	7.4474135950E-4	4.3934651156E-4
4.1337372652E-3	8.3626813018E-4	4.6553140213E-4
4.6123578895E-3	9.3308987784E-4	4.9170851331E-4
5.1171515529E-3	1.0352045949E-3	5.1787740760E-4
5.6481098199E-3	1.1426101181E-3	5.4403764760E-4
6.2052238176E-3	1.2553041264E-3	5.7018879612E-4
6.7884842360E-3	1.3732841361E-3	5.9633041614E-4
7.3978813281E-3	1.4965474892E-3	6.2246207073E-4
8.0334049101E-3	1.6250913488E-3	6.4858332323E-4
8.6950443616E-3	1.7589126957E-3	6.7469373705E-4
9.3827886258E-3	1.8980083116E-3	7.0079287589E-4
1.0096626210E-2	2.0423747717E-3	7.2688030358E-4
1.0836545184E-2	2.1920084343E-3	7.5295558414E-4
1.1602533184E-2	2.3469054282E-3	7.7901828182E-4
1.2394577408E-2	2.5070616357E-3	8.0506796108E-4
1.3212664621E-2	2.6724726632E-3	8.3110418659E-4
1.4056781152E-2	2.8431338516E-3	8.5712652325E-4
1.4926912893E-2	3.0190402212E-3	8.8313453619E-4
1.5823045305E-2	3.2001864784E-3	9.0912779076E-4
1.6745163410E-2	3.3865669851E-3	9.3510585261E-4
1.7693251801E-2	3.5781757412E-3	9.6106828758E-4
1.8667294632E-2	3.7750063739E-3	9.8701466182E-4
1.9667275626E-2	3.9770521502E-3	1.0129445417E-3
