# Differential cross section		
# Author: P. Swaczyna	Princeton University	(swaczyna@princeton.edu)
# Date: 	Wed 17 Feb 2021 15:35:57	
# 		
# Charge transfer collision: He^0 + He^+ -> He^+ + He^0		
# 		
# Red. mass: 	1.8640723202E+9	 eV/c^2
# CM energy: 	2.2387211386E+1	 eV
# Rel speed: 	4.6462686992E+6	 cm/s
# Tot sigma: 	N/A	 a.u.
# Int sigma: 	6.6394798614E+1	 a.u.
# 		
# Columns:		
# the <- scattering angle (rad)		
# dcs <- dsigma/dOmega*2*pi*sin(the) (a.u. = 2.8002852056E-17 cm^2)		
# wei <- weight for cross section integration (approx. width of angle bin)		
# 		
# the	dcs	wei
7.6907532846E-6	2.3923427198E-6	1.9736940383E-5
4.0521979771E-5	1.2605067202E-5	4.5943520243E-5
9.9587300392E-5	3.0978361172E-5	7.2188137769E-5
1.8489884726E-4	5.7515988954E-5	9.8434919423E-5
2.9645680168E-4	9.2217979494E-5	1.2468073282E-4
4.3425968311E-4	1.3508381112E-4	1.5092466531E-4
5.9830531657E-4	1.8611269301E-4	1.7716615272E-4
7.8859101285E-4	2.4530360152E-4	2.0340471372E-4
1.0051136166E-3	3.1265526703E-4	2.2963989267E-4
1.2478695220E-3	3.8816613672E-4	2.5587124334E-4
1.5168546797E-3	4.7183434591E-4	2.8209832342E-4
1.8120645986E-3	5.6365768051E-4	3.0832069259E-4
2.1334943481E-3	6.6363352758E-4	3.3453791144E-4
2.4811385584E-3	7.7175881778E-4	3.6074954110E-4
2.8549914211E-3	8.8802998999E-4	3.8695514312E-4
3.2550466893E-3	1.0124429077E-3	4.1315427928E-4
3.6812976783E-3	1.1449928043E-3	4.3934651156E-4
4.1337372652E-3	1.2856742316E-3	4.6553140213E-4
4.6123578895E-3	1.4344809596E-3	4.9170851331E-4
5.1171515529E-3	1.5914059097E-3	5.1787740760E-4
5.6481098199E-3	1.7564410881E-3	5.4403764760E-4
6.2052238176E-3	1.9295774707E-3	5.7018879612E-4
6.7884842360E-3	2.1108049450E-3	5.9633041614E-4
7.3978813281E-3	2.3001121844E-3	6.2246207073E-4
8.0334049101E-3	2.4974865761E-3	6.4858332323E-4
8.6950443616E-3	2.7029141025E-3	6.7469373705E-4
9.3827886258E-3	2.9163792315E-3	7.0079287589E-4
1.0096626210E-2	3.1378648182E-3	7.2688030358E-4
1.0836545184E-2	3.3673519874E-3	7.5295558414E-4
1.1602533184E-2	3.6048199885E-3	7.7901828182E-4
1.2394577408E-2	3.8502461120E-3	8.0506796108E-4
1.3212664621E-2	4.1036055232E-3	8.3110418659E-4
1.4056781152E-2	4.3648711617E-3	8.5712652325E-4
1.4926912893E-2	4.6340135684E-3	8.8313453619E-4
1.5823045305E-2	4.9110007894E-3	9.0912779076E-4
1.6745163410E-2	5.1957981839E-3	9.3510585261E-4
1.7693251801E-2	5.4883683094E-3	9.6106828758E-4
1.8667294632E-2	5.7886707379E-3	9.8701466182E-4
1.9667275626E-2	6.0966619640E-3	1.0129445417E-3
2.0693178073E-2	6.4122951630E-3	1.0388574939E-3
2.1744984827E-2	6.7355200618E-3	1.0647530855E-3
2.2822678313E-2	7.0662827935E-3	1.0906308836E-3
2.3926240519E-2	7.4045257055E-3	1.1164904558E-3
2.5055653005E-2	7.7501871815E-3	1.1423313699E-3
2.6210896896E-2	8.1032015221E-3	1.1681531941E-3
2.7391952886E-2	8.4634986803E-3	1.1939554970E-3
2.8598801239E-2	8.8310041843E-3	1.2197378472E-3
2.9831421786E-2	9.2056389055E-3	1.2454998140E-3
3.1089793929E-2	9.5873188725E-3	1.2712409668E-3
3.2373896638E-2	9.9759551888E-3	1.2969608754E-3
3.3683708455E-2	1.0371453761E-2	1.3226591101E-3
3.5019207490E-2	1.0773715116E-2	1.3483352414E-3
3.6380371427E-2	1.1182634358E-2	1.3739888402E-3
3.7767177517E-2	1.1598100858E-2	1.3996194778E-3
3.9179602586E-2	1.2019998112E-2	1.4252267258E-3
4.0617623030E-2	1.2448203566E-2	1.4508101565E-3
4.2081214817E-2	1.2882588441E-2	1.4763693421E-3
4.3570353490E-2	1.3323017516E-2	1.5019038556E-3
4.5085014162E-2	1.3769348865E-2	1.5274132703E-3
4.6625171522E-2	1.4221433765E-2	1.5528971598E-3
4.8190799831E-2	1.4679116337E-2	1.5783550984E-3
4.9781872927E-2	1.5142233361E-2	1.6037866605E-3
5.1398364219E-2	1.5610614054E-2	1.6291914212E-3
5.3040246694E-2	1.6084079812E-2	1.6545689559E-3
5.4707492914E-2	1.6562443924E-2	1.6799188405E-3
5.6400075017E-2	1.7045511398E-2	1.7052406515E-3
5.8117964718E-2	1.7533078729E-2	1.7305339655E-3
5.9861133308E-2	1.8024933622E-2	1.7557983600E-3
6.1629551657E-2	1.8520854915E-2	1.7810334128E-3
6.3423190212E-2	1.9020612404E-2	1.8062387021E-3
6.5242019000E-2	1.9523966582E-2	1.8314138067E-3
6.7086007624E-2	2.0030668812E-2	1.8565583060E-3
6.8955125270E-2	2.0540460883E-2	1.8816717796E-3
7.0849340702E-2	2.1053075257E-2	1.9067538080E-3
7.2768622264E-2	2.1568234765E-2	1.9318039720E-3
7.4712937885E-2	2.2085652677E-2	1.9568218529E-3
7.6682255070E-2	2.2605032404E-2	1.9818070327E-3
7.8676540910E-2	2.3126067520E-2	2.0067590939E-3
8.0695762079E-2	2.3648441576E-2	2.0316776194E-3
8.2739884832E-2	2.4171827783E-2	2.0565621928E-3
8.4808875009E-2	2.4695888876E-2	2.0814123983E-3
8.6902698034E-2	2.5220276996E-2	2.1062278206E-3
8.9021318917E-2	2.5744633320E-2	2.1310080450E-3
9.1164702253E-2	2.6268588032E-2	2.1557526574E-3
9.3332812224E-2	2.6791760281E-2	2.1804612443E-3
9.5525612596E-2	2.7313757827E-2	2.2051333928E-3
9.7743066726E-2	2.7834177509E-2	2.2297686905E-3
9.9985137556E-2	2.8352604872E-2	2.2543667257E-3
1.0225178762E-1	2.8868614524E-2	2.2789270875E-3
1.0454297904E-1	2.9381770125E-2	2.3034493653E-3
1.0685867352E-1	2.9891624415E-2	2.3279331494E-3
1.0919883237E-1	3.0397719377E-2	2.3523780306E-3
1.1156341648E-1	3.0899586175E-2	2.3767836004E-3
1.1395238633E-1	3.1396745038E-2	2.4011494510E-3
1.1636570200E-1	3.1888705569E-2	2.4254751751E-3
1.1880332317E-1	3.2374966512E-2	2.4497603662E-3
1.2126520909E-1	3.2855016165E-2	2.4740046186E-3
1.2375131862E-1	3.3328332525E-2	2.4982075270E-3
1.2626161023E-1	3.3794383942E-2	2.5223686871E-3
1.2879604195E-1	3.4252629453E-2	2.5464876949E-3
1.3135457143E-1	3.4702519340E-2	2.5705641475E-3
1.3393715592E-1	3.5143496159E-2	2.5945976426E-3
1.3654375226E-1	3.5574994552E-2	2.6185877784E-3
1.3917431689E-1	3.5996442176E-2	2.6425341541E-3
1.4182880585E-1	3.6407259439E-2	2.6664363695E-3
1.4450717478E-1	3.6806859907E-2	2.6902940251E-3
1.4720937892E-1	3.7194650135E-2	2.7141067224E-3
1.4993537310E-1	3.7570029866E-2	2.7378740632E-3
1.5268511179E-1	3.7932392846E-2	2.7615956505E-3
1.5545854902E-1	3.8281127350E-2	2.7852710878E-3
1.5825563845E-1	3.8615617983E-2	2.8088999795E-3
1.6107633333E-1	3.8935246941E-2	2.8324819307E-3
1.6392058653E-1	3.9239396495E-2	2.8560165473E-3
1.6678835052E-1	3.9527450584E-2	2.8795034361E-3
1.6967957737E-1	3.9798796434E-2	2.9029422044E-3
1.7259421876E-1	4.0052825925E-2	2.9263324607E-3
1.7553222599E-1	4.0288935998E-2	2.9496738141E-3
1.7849354996E-1	4.0506529285E-2	2.9729658744E-3
1.8147814117E-1	4.0705013996E-2	2.9962082525E-3
1.8448594977E-1	4.0883804762E-2	3.0194005599E-3
1.8751692548E-1	4.1042323476E-2	3.0425424091E-3
1.9057101764E-1	4.1180001561E-2	3.0656334132E-3
1.9364817522E-1	4.1296282253E-2	3.0886731866E-3
1.9674834681E-1	4.1390624535E-2	3.1116613440E-3
1.9987148058E-1	4.1462506176E-2	3.1345975014E-3
2.0301752435E-1	4.1511427687E-2	3.1574812755E-3
2.0618642554E-1	4.1536915157E-2	3.1803122838E-3
2.0937813120E-1	4.1538522848E-2	3.2030901448E-3
2.1259258799E-1	4.1515835813E-2	3.2258144779E-3
2.1582974219E-1	4.1468471866E-2	3.2484849032E-3
2.1908953970E-1	4.1396084404E-2	3.2711010421E-3
2.2237192605E-1	4.1298365383E-2	3.2936625164E-3
2.2567684639E-1	4.1175048622E-2	3.3161689492E-3
2.2900424548E-1	4.1025914102E-2	3.3386199643E-3
2.3235406772E-1	4.0850790111E-2	3.3610151867E-3
2.3572625713E-1	4.0649557805E-2	3.3833542419E-3
2.3912075735E-1	4.0422153322E-2	3.4056367567E-3
2.4253751167E-1	4.0168571421E-2	3.4278623588E-3
2.4597646298E-1	3.9888869712E-2	3.4500306767E-3
2.4943755380E-1	3.9583174315E-2	3.4721413399E-3
2.5292072631E-1	3.9251686834E-2	3.4941939790E-3
2.5642592230E-1	3.8894693778E-2	3.5161882254E-3
2.5995308318E-1	3.8512574021E-2	3.5381237115E-3
2.6350215001E-1	3.8105807349E-2	3.5600000709E-3
2.6707306349E-1	3.7674980470E-2	3.5818169379E-3
2.7066576394E-1	3.7220790523E-2	3.6035739479E-3
2.7428019131E-1	3.6744048383E-2	3.6252707373E-3
2.7791628522E-1	3.6245680536E-2	3.6469069436E-3
2.8157398488E-1	3.5726732811E-2	3.6684822051E-3
2.8525322919E-1	3.5188375679E-2	3.6899961614E-3
2.8895395665E-1	3.4631912188E-2	3.7114484529E-3
